"","knn.EpCAM","knn.EpCAM..SMA","knn.SMA","knn.Unclass","knn.EpMIN","knn.EpStrRatio1","knn.EpStrRatio2","knn.EpStrRatio3","knn.EpStrRatio4","IF.CD8","IF.EpCAM","IF.EpCAM..SMA","IF.SMA","IF.Unclass","IF.EpMIN","IF.EpStrRatio1","IF.EpStrRatio2","IF.EpStrRatio3","IF.EpStrRatio4","MH.EpCAM","MH.EpCAM..SMA","MH.SMA","MH.Unclass","MH.EpMIN","MH.EpStrRatio1","MH.EpStrRatio2","MH.EpStrRatio3","MH.EpStrRatio4","Treatment","Growth","Infil","CD8frac","GrowthRate","TumSize","knn.EpCAMcut","MH.EpCAMcut","IF.EpCAMcut","CD8Fraccut","CD8","EpCAM","EpCAM: SMA","SMA","Unclass","CD8","EpCAM","EpCAM: SMA","SMA","Unclass","Trichrome"
"3RC",32.119384471498,55.928337202601,37.3275801509165,27.3109998317383,32.119384471498,0.344421945362875,0.860473257083325,0.944151579575641,2.35878461229256,0.20391754340946,0.296210760413994,0.0879308870070995,0.200496108117355,0.316568300402019,0.0879308870070995,1.02698695136418,1.4773890784983,1.33185053380783,1.91595563139932,0.455199454700917,0.451858665096798,0.510319917687938,0.446947289533781,0.451858665096798,0.473092482877222,0.891988415351785,0.942712856040205,1.77743036937936,"Vehicle","growing","Infiltrating",0.023213931,5.54285714285714,32,"high","high","high","low",0.0232139311385568,0.388552877169294,0.11600413009809,0.151344267503276,0.320884794090783,0.0232139311385568,0.388552877169294,0.11600413009809,0.151344267503276,0.320884794090783,0.154296069680264
"4LB",30.9911728633493,57.0493044709923,28.0693742368886,16.6699339357226,30.9911728633493,0.364093678776524,1.10409204714727,1.0343261745931,3.1365315304621,0.217271959459459,0.290329391891892,0.122387035472973,0.238175675675676,0.571473817567568,0.122387035472973,0.805211917136373,1.21897163120567,1.14464534075104,1.73282358156028,0.496627482445952,0.456820340992883,0.571244388175496,0.601268929848173,0.456820340992883,0.483070246800202,0.869378312900607,0.927420031431384,1.66907166735425,"Vehicle","growing","Infiltrating",0.024447388,6.87837837837838,35,"high","high","high","low",0.0244473882371464,0.349872271946222,0.105386775000532,0.149662177203559,0.37063138761254,0.0244473882371464,0.349872271946222,0.105386775000532,0.149662177203559,0.37063138761254,0.185753281488712
"4NC",15.3310577263542,NA,30.6815942217687,155.449558378573,15.3310577263542,0.499682565890815,0.499682565890815,0.499682565890815,0.499682565890815,0.267504488330341,0.685143626570916,NA,0.218806104129264,0.0832585278276481,0.685143626570916,3.13128205128205,3.13128205128205,3.13128205128205,3.13128205128205,0.0923786763831029,NA,0.0873790631659689,0.0627896759185642,0.0923786763831029,1.05721751911711,1.05721751911711,1.05721751911711,1.05721751911711,"Vehicle","growing","restricted",0.008138783,3,15,"high","low","high","low",0.00813878305467377,0.723584571380561,0,0.176530861987719,0.0917457835770463,0.00813878305467377,0.723584571380561,0,0.176530861987719,0.0917457835770463,0.294572883370248
"4ND",20.7555590473918,NA,14.3065744610314,39.6727092985905,20.7555590473918,1.45077070013694,1.45077070013694,1.45077070013694,1.45077070013694,0.0356608478802993,0.476807980049875,NA,0.716957605985037,0.127182044887781,0.476807980049875,0.66504347826087,0.66504347826087,0.66504347826087,0.66504347826087,0.510742864613313,NA,0.536742913349177,0.420006658031689,0.510742864613313,0.951559586369518,0.951559586369518,0.951559586369518,0.951559586369518,"Vehicle","growing","Infiltrating",0.007624516,4.3,20,"high","high","high","low",0.00762451633757023,0.377689258178292,0,0.504436860068259,0.110249365415878,0.00762451633757023,0.377689258178292,0,0.504436860068259,0.110249365415878,NA
"4RB",53.314776980707,62.7976147236252,25.0942035849043,28.6675824524931,53.314776980707,0.606595448890981,2.12458533702098,1.32108305345031,4.62706024167991,0.367229442837198,0.176547634468961,0.118283748578666,0.334643119305669,0.32107028225168,0.118283748578666,0.389792805389603,0.527569892473119,0.650946993771451,0.881032258064517,0.303443612562256,0.266102359534512,0.423881155235437,0.417871774319541,0.266102359534512,0.439783858696144,0.715869551675903,0.825448666388302,1.3436454182079,"Vehicle","growing","restricted",0.028009645,7.81081081081081,40,NA,"low","low","low",0.0280096449579857,0.30318040917295,0.164444034127445,0.224308970851053,0.280056940890566,0.0280096449579857,0.30318040917295,0.164444034127445,0.224308970851053,0.280056940890566,0.244984442858644
"5LA",41.1287139668391,NA,15.8426660535938,35.1720187405611,41.1287139668391,2.59607277131928,2.59607277131928,2.59607277131928,2.59607277131928,0.390197493602782,0.247129453447936,NA,0.582442096975264,0.19982284626993,0.247129453447936,0.424298749577559,0.424298749577559,0.424298749577559,0.424298749577559,0.346107123544953,NA,0.461222343214358,0.517246821387525,0.346107123544953,0.750412742654351,0.750412742654351,0.750412742654351,0.750412742654351,"Vehicle","stable","Infiltrating",0.045395179,0.500000000000001,6,NA,"low","low","high",0.0453951787168959,0.348773829788185,0,0.477254010165589,0.12857698132933,0.0453951787168959,0.348773829788185,0,0.477254010165589,0.12857698132933,NA
"5LB",41.9117660468402,NA,NA,15.0586712374606,41.9117660468402,NA,NA,NA,NA,0.337961750065496,0.280717841236573,NA,NA,0.650248886560126,0.280717841236573,NA,NA,NA,NA,0.417285552973028,NA,NA,0.527887120642489,0.417285552973028,NA,NA,NA,NA,"Vehicle","growing","restricted",0.025782962,4,4,NA,"high","high","low",0.0257829624400936,0.470588036624371,0,0,0.503629000935536,0.0257829624400936,0.470588036624371,0,0,0.503629000935536,NA
"5LC",82.6844819777013,NA,23.5663635673463,61.0293555829066,82.6844819777013,3.50858042826215,3.50858042826215,3.50858042826215,3.50858042826215,0.529703235196541,0.116854485718261,NA,0.451653984867456,0.106666238589056,0.116854485718261,0.258725683008318,0.258725683008318,0.258725683008318,0.258725683008318,0.172779600218802,NA,0.346380943880829,0.210578602800077,0.172779600218802,0.498813815457025,0.498813815457025,0.498813815457025,0.498813815457025,"Vehicle","growing","restricted",0.05150546,3.5,22,NA,"low","low","high",0.0515054602700039,0.2846329724021,0,0.459279482481496,0.2045820848464,0.0515054602700039,0.2846329724021,0,0.459279482481496,0.2045820848464,NA
"5LD",91.4153920179871,174.120791862865,36.4707396817286,28.6802979136778,91.4153920179871,0.43408864234709,2.5065406628916,1.26090627639803,7.28080061435887,0.494372060750906,0.0735101380001542,0.0027368745663403,0.140004625703492,0.253064528563719,0.0027368745663403,0.514987847691063,0.525055066079297,0.534161490683231,0.544603524229076,0.171681233521767,0.231961806369976,0.43720147168313,0.227337584769034,0.171681233521767,0.256561050422946,0.39268219491767,0.603205604865408,0.923242637628381,"Vehicle","stable","restricted",0.034810776,0.929976851851852,15,NA,"low","low","high",0.0348107762848735,0.237492099743837,0.00956350329898595,0.0727252965195933,0.64540832415271,0.0348107762848735,0.237492099743837,0.00956350329898595,0.0727252965195933,0.64540832415271,NA
"5RB",39.0060168186523,NA,20.8880435007379,28.6650991971117,39.0060168186523,1.86738489017769,1.86738489017769,1.86738489017769,1.86738489017769,0.482081474048295,0.193431475115827,NA,0.521307940303606,0.294505412387642,0.193431475115827,0.371050314336616,0.371050314336616,0.371050314336616,0.371050314336616,0.410075688177153,NA,0.505973666039572,0.648772754193507,0.410075688177153,0.810468440752964,0.810468440752964,0.810468440752964,0.810468440752964,"Vehicle","growing","restricted",0.059667229,10.3571428571429,35,"high","high","low","high",0.0596672294268477,0.343537541709383,0,0.462561160757366,0.134234068106403,0.0596672294268477,0.343537541709383,0,0.462561160757366,0.134234068106403,0.256966970951017
"6LDU",111.447853299894,NA,21.0949983566855,421.712247888895,111.447853299894,5.28314112262415,5.28314112262415,5.28314112262415,5.28314112262415,0.411064068557437,0.109288920628443,NA,0.622245460110182,0.0145633544174658,0.109288920628443,0.175636348731401,0.175636348731401,0.175636348731401,0.175636348731401,0.23782868951557,NA,0.485250447366062,0.135839893266707,0.23782868951557,0.49011534313158,0.49011534313158,0.49011534313158,0.49011534313158,"LY","growing","restricted",0.05562527,2.19745222929936,32,NA,"low","low","high",0.0556252700006171,0.267647665953286,0,0.647133932365244,0.0295931316808527,0.0556252700006171,0.267647665953286,0,0.647133932365244,0.0295931316808527,NA
"6ND",28.4155576684344,47.8689096441585,30.7031325699884,51.9269272737,28.4155576684344,0.361649727659976,0.925493762034235,0.970885637726976,2.48458254670597,0.599144867442707,0.275662786463534,0.0305404484747395,0.212908038011112,0.079839780108771,0.0305404484747395,1.13232491375359,1.29475048964167,1.25777423946347,1.43819480841908,0.382247439830779,0.385350707858219,0.424892600581599,0.326878320261116,0.382247439830779,0.471768709286627,0.899633082118995,0.947367463197029,1.80656981702741,"LY","growing",NA,0.081590113,30,40,"high","low","high","high",0.0815901125430434,0.469847319830979,0.107080733317169,0.25345808938465,0.0880237449241583,0.0815901125430434,0.469847319830979,0.107080733317169,0.25345808938465,0.0880237449241583,NA
"6RB",76.3795461306288,NA,15.7533613944404,43.3021456962063,76.3795461306288,4.84846022497677,4.84846022497677,4.84846022497677,4.84846022497677,0.525801426992262,0.144683951361672,NA,0.671251633001708,0.265350216058688,0.144683951361672,0.215543537249471,0.215543537249471,0.215543537249471,0.215543537249471,0.547165226053637,NA,0.751339913110662,0.582774654709596,0.547165226053637,0.72825257450824,0.72825257450824,0.72825257450824,0.72825257450824,"LY","growing","Infiltrating",0.155480427,2.8,18,NA,"high","low","high",0.155480427254777,0.177143939704656,0,0.483032657373934,0.184342975666633,0.155480427254777,0.177143939704656,0,0.483032657373934,0.184342975666633,0.114344669757582
"6RC",50.2145283791539,66.4967414431172,18.1618832812065,34.8130814419572,50.2145283791539,0.593141319536774,2.76483047499346,1.37861051017922,6.42616561373023,0.383061827188721,0.196602203804262,0.0674351401987869,0.542485154488584,0.241199072750945,0.0674351401987869,0.322340813245172,0.362410293033004,0.432904670172334,0.486718100612291,0.520485543580301,0.536245798401035,0.688083996960627,0.57307931907017,0.520485543580301,0.425118742966271,0.756427334278033,0.863110042722747,1.53575921929456,"LY","growing","restricted",0.078801021,8.21428571428571,40,NA,"high","low","high",0.0788010213529223,0.247887779298085,0.119228740414807,0.391436209983915,0.162646248950271,0.0788010213529223,0.247887779298085,0.119228740414807,0.391436209983915,0.162646248950271,0.108067761591177
"7NB",80.1757958702196,NA,23.0233995983015,30.7152673543528,80.1757958702196,3.4823613049801,3.4823613049801,3.4823613049801,3.4823613049801,0.388782565748858,0.0728176318063958,NA,0.384677120632177,0.306087171255711,0.0728176318063958,0.189295458192906,0.189295458192906,0.189295458192906,0.189295458192906,0.158533006621972,NA,0.291404997622347,0.26829979389929,0.158533006621972,0.544029813886125,0.544029813886125,0.544029813886125,0.544029813886125,"LY","growing","restricted",0.020673411,2.88785046728972,31,NA,"low","low","low",0.0206734110298608,0.26649275033072,0,0.346743567637522,0.366090271001897,0.0206734110298608,0.26649275033072,0,0.346743567637522,0.366090271001897,0.238777705969805
"7NC",89.3439919916032,NA,18.5242660198185,73.4872616229125,89.3439919916032,4.82307865240205,4.82307865240205,4.82307865240205,4.82307865240205,0.552614212719422,0.0531232912872146,NA,0.523379904594905,0.0517751758206535,0.0531232912872146,0.101500441306267,0.101500441306267,0.101500441306267,0.101500441306267,0.182846773852483,NA,0.287835744874945,0.273892491468577,0.182846773852483,0.635246932002569,0.635246932002569,0.635246932002569,0.635246932002569,"LY","growing","restricted",0.047945651,3.44444444444444,40,NA,"low","low","high",0.0479456512895615,0.140550899935816,0,0.735945452408718,0.0755579963659046,0.0479456512895615,0.140550899935816,0,0.735945452408718,0.0755579963659046,0.238762369875553
"7RA",33.3595777381586,39.1764931259774,17.0139243356616,25.1219651776875,33.3595777381586,0.593688020932271,1.96072211678032,1.29089752560846,4.26333569099626,0.295153460051016,0.225129597630215,0.18667544364903,0.499218300008228,0.190844510271812,0.18667544364903,0.328228096133084,0.450964232734466,0.600391890270725,0.824899730784023,0.398924333960575,0.415875969852202,0.459810870959355,0.429381919000036,0.398924333960575,0.455555930920311,0.867583519998678,0.930469964648147,1.77203358005166,"LY","stable","restricted",0.03193098,1.11538461538462,8,"high","low","low","low",0.0319309795486363,0.232309502529544,0.193193417623739,0.338371256425673,0.204194843872407,0.0319309795486363,0.232309502529544,0.193193417623739,0.338371256425673,0.204194843872407,NA
"7RB",34.3973736056909,14.9960405514937,27.3522464773458,37.0914136017499,14.9960405514937,0.812249467900934,1.2575703291567,1.16636156082411,1.80582659629417,0.0670603121045972,0.191733445803458,0.67874314635175,0.115563053563897,0.10970054829186,0.191733445803458,0.241384803270854,1.65912408759124,1.09589550257527,7.53248175182482,0.653670407510972,0.695869580459834,0.670192422055644,0.638745276513459,0.653670407510972,0.478507129476772,0.975347356966534,0.987905369950816,2.01366047057267,"LY","growing",NA,0.016946911,3.96153846153846,20,"high","high","low","low",0.0169469113521434,0.203565927487804,0.525612994299805,0.119487518539035,0.134386648321212,0.0169469113521434,0.203565927487804,0.525612994299805,0.119487518539035,0.134386648321212,NA
"7RD",44.137697243663,NA,14.334286608678,38.1089497207397,44.137697243663,3.07916943818759,3.07916943818759,3.07916943818759,3.07916943818759,0.301384137470017,0.238645747316268,NA,0.684243639652393,0.174590067240769,0.238645747316268,0.348773059019597,0.348773059019597,0.348773059019597,0.348773059019597,0.358541718556361,NA,0.467411878701415,0.431686363444575,0.358541718556361,0.767078747661437,0.767078747661437,0.767078747661437,0.767078747661437,"LY","stable","Infiltrating",0.032169008,0.996699669966997,20,NA,"low","low","low",0.0321690077775606,0.255333197983413,0,0.560654157551102,0.151843636687924,0.0321690077775606,0.255333197983413,0,0.560654157551102,0.151843636687924,NA
"8LD",16.3662319888764,350.732082707665,292.950791222238,22.7293734162238,16.3662319888764,0.0254259242427175,0.0558668297859645,0.570309277385743,1.25310572866162,0.345674300254453,0.65089058524173,0.00089058524173028,0.00356234096692112,0.387150127226463,0.00089058524173028,146.171428571428,182.714285714286,146.371428571428,182.964285714286,0.709172101080335,0.187364889222113,0.196174935619057,0.637528194293471,0.187364889222113,1.84901815965008,3.6149985156995,2.33753298154558,4.5700893820778,"LY","stable","Infiltrating",0.056233634,0.241803278688525,6,"high","high","high","high",0.0562336342953625,0.593615407729621,0.00185299125731538,0.00363443845064175,0.34466352826706,0.0562336342953625,0.593615407729621,0.00185299125731538,0.00363443845064175,0.34466352826706,0.445971508497105
"8RCL",15.1296644410754,NA,36.8731415232591,33.1293133462461,15.1296644410754,0.410316664543806,0.410316664543806,0.410316664543806,0.410316664543806,0.105135015493581,0.618636564851704,NA,0.366976538291279,0.267374944665781,0.618636564851704,1.68576598311218,1.68576598311218,1.68576598311218,1.68576598311218,0.678353476994118,NA,0.61269691489225,0.48860297771192,0.678353476994118,1.10715993586064,1.10715993586064,1.10715993586064,1.10715993586064,"LY","growing","restricted",0.017669074,12,12,"high","high","high","low",0.0176690744267719,0.553603622981529,0,0.248645879366917,0.180081423224782,0.0176690744267719,0.553603622981529,0,0.248645879366917,0.180081423224782,0.415612058953682
"8RCU",50.0010143574618,NA,24.5631667570772,37.0732105268674,50.0010143574618,2.03560944938239,2.03560944938239,2.03560944938239,2.03560944938239,0.27468062476846,0.234742288985289,NA,0.469735536992555,0.28898528902114,0.234742288985289,0.49973287200753,0.49973287200753,0.49973287200753,0.49973287200753,0.427262594665566,NA,0.421910826728985,0.509879295966841,0.427262594665566,1.01268459493697,1.01268459493697,1.01268459493697,1.01268459493697,"LY","growing","restricted",0.028766801,5.51428571428571,27,NA,"high","low","low",0.0287668011746126,0.257857507750422,0,0.507401833149184,0.205973857925782,0.0287668011746126,0.257857507750422,0,0.507401833149184,0.205973857925782,NA
