"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"EML6",0.0465553571428572,0.0228935123042506,0.704235717658471,0.481630276344215,0.619235296467886,-7.17427985324574
"MCHR1",0.0450839285714285,0.000331096196868007,0.704125680104193,0.481698731483336,0.619290634630471,-7.17435714929596
"CB069132",0.0459526785714286,0.0412970917225951,0.70382803974892,0.481883922253236,0.619496038906191,-7.17456616682868
"DYRK2",0.0413017857142857,-0.137624832214765,0.70376037952269,0.481926025623699,0.619517482190245,-7.17461366882798
"AA151413",0.0501794642857144,-0.00759373601789709,0.703569578481788,0.48204476744206,0.619637436990458,-7.17474759936087
"AI027607",-0.0458477678571428,0.00356420581655481,-0.70344172681542,0.48212434270539,0.619707035712888,-7.17483732304738
"TIMM13",-0.0439321428571428,-0.0504004474272931,-0.703304234704416,0.482209926205886,0.619784349479669,-7.17493379404224
"HS1BP3",-0.0417375,-0.196149217002237,-0.703146116677979,0.482308358780354,0.619878169132894,-7.17504471389418
"CR623750",0.0438589285714286,0.0189807606263982,0.702706319479665,0.482582201561623,0.620197409822986,-7.17535310090038
"MCART3P",-0.0428526785714286,-0.0856675615212528,-0.702615008391177,0.482639067668708,0.620237780874964,-7.17541710434873
"ZNF568",0.0441575892857143,0.0585816554809843,0.702478721384439,0.482723950370189,0.620314149798068,-7.17551261770609
"LGALS12",-0.0382245535714285,-0.0447744966442953,-0.702411473730854,0.482765836762547,0.620335262087626,-7.1755597397381
"DEFB104B",0.04780625,0.0340460850111857,0.702298987204,0.482835905416017,0.620392583347087,-7.17563855166261
"IKBKE",-0.0382254464285714,-0.133886800894855,-0.70212737415659,0.482942815073492,0.620494895402736,-7.17575876539097
"LOC100506025",-0.0473049107142857,-0.0552476510067114,-0.702067535338652,0.482980095851596,0.620494895402736,-7.17580067516699
"RUVBL2",-0.0355723214285715,-0.0955912751677852,-0.7020485525273,0.482991922849602,0.620494895402736,-7.17581396956073
"DNAH3",-0.0421312499999999,-0.060896644295302,-0.701930040626461,0.483065763742211,0.620557042061796,-7.17589695989773
"IDH3GL",-0.0475861607142858,-0.056407158836689,-0.700779402086244,0.483783008627563,0.621445669701447,-7.17670199075849
"AJ420430",0.0426504464285714,0.00885771812080537,0.700121728596266,0.484193226336904,0.621939831288687,-7.17716153240243
"AI824307",0.0466589285714286,0.0350102908277405,0.699435726512725,0.484621315267421,0.622447334775622,-7.17764040951217
"PRKAA2",0.0467285714285715,0.0461268456375839,0.699392049603293,0.484648578128843,0.622447334775622,-7.17767088316577
"LONRF1",0.0414892857142857,0.00232975391498882,0.699360805597101,0.48466808095913,0.622447334775622,-7.17769268113961
"BAI3",0.0528022321428571,0.0891055928411633,0.6993248857721,0.484690503010811,0.622447334775622,-7.17771774008636
"OR2C1",0.0473174107142857,0.0460590604026846,0.69891706604235,0.484945113807652,0.622733726596355,-7.17800215955048
"VWC2",0.0448799107142858,0.0586592841163311,0.698850555452858,0.48498664471852,0.622733726596355,-7.17804852930846
"ZNF23",-0.0413004464285713,-0.123894407158837,-0.698844896760563,0.484990178239726,0.622733726596355,-7.17805247422425
"KRTAP19-5",-0.0415366071428572,-0.0483302013422819,-0.698514757241757,0.485196355205057,0.622965634840446,-7.17828257338282
"AW665462",0.0461995535714286,-0.0154979865771812,0.698217821463533,0.48538183661019,0.623170948077825,-7.17848943766477
"CLPTM1L",0.0407598214285713,-0.0979234899328859,0.698161257992456,0.485417173437936,0.623183482552849,-7.17852883341078
"ABCG8",0.0470866071428571,-0.0313013422818792,0.698048880302965,0.485487383158523,0.623240783521594,-7.17860709360782
"BC039338",0.0437879464285715,0.0143595078299776,0.697725254279527,0.485689604383711,0.623467538303865,-7.17883239761298
"FAM117A",-0.0402964285714285,0.00461834451901566,-0.697618639018205,0.485756234095968,0.623520222948301,-7.17890659886542
"CA426956",0.0463049107142857,0.016775615212528,0.697511420791945,0.485823245637411,0.623550063407355,-7.17898120835254
"CCR3",-0.0575540178571428,0.049386129753915,-0.697499559580885,0.485830659219142,0.623550063407355,-7.17898946145953
"KRT32",0.0404433035714286,-0.0600834451901566,0.697339862451212,0.485930480276753,0.623645333300886,-7.17910056611305
"DB335729",0.0453,0.0330234899328859,0.697204056725856,0.48601537641419,0.623721439459711,-7.17919502903815
"APP",0.0382549107142858,0.105980760626398,0.6970645399046,0.48610260084663,0.623800525432128,-7.17929205418484
"LOC100506514",0.0451410714285714,0.0445384787472036,0.697009307543726,0.486137133877584,0.623811989380145,-7.17933045945293
"AW235442",0.0440598214285714,0.00761409395973154,0.696944135635988,0.486177883141471,0.623818767083048,-7.17937577217926
"CECR9",0.0444665178571429,-0.0282102908277405,0.696918974919161,0.4861936155795,0.623818767083048,-7.17939326479208
"DB336905",0.0468116071428572,-0.0219458612975391,0.696751936321271,0.486298068111389,0.623919934909615,-7.17950937990307
"C1orf127",-0.0435642857142857,-0.0324785234899329,-0.696611187428156,0.486386090620102,0.624000013490083,-7.17960719844099
"OR10R3P",0.0445468749999999,0.0112425055928412,0.696501716203502,0.486454558459304,0.624026542462116,-7.17968326579638
"FAM41C",0.0464522321428571,-0.0404747203579418,0.696496236375416,0.486457985908173,0.624026542462116,-7.17968707320518
"ZSCAN18",0.046059375,-0.00018612975391499,0.696215212533379,0.486633774461001,0.624218508777691,-7.17988228973761
"RAD50",-0.0498102678571428,-0.028678970917226,-0.696175105619585,0.48665886530526,0.624218508777691,-7.17991014406819
"BF476094",0.0433285714285714,0.000191722595078302,0.696037175750025,0.48674515944387,0.624277372586453,-7.18000592441061
"BX105847",-0.0474276785714285,-0.00057964205816555,-0.695956603831962,0.48679557211814,0.624277372586453,-7.18006186586273
"KEAP1",-0.0392982142857143,0.0484073825503356,-0.695951488203979,0.486798772987522,0.624277372586453,-7.18006541744847
"CR737490",0.0455142857142856,-0.00814765100671141,0.695937968805954,0.486807232185152,0.624277372586453,-7.18007480332644
"C10orf120",0.0429897321428572,0.041348322147651,0.695847986227095,0.486863537048727,0.624316722138787,-7.18013726933493
"C6orf154",-0.0433013392857143,0.046568903803132,-0.695734677892617,0.48693444257442,0.624364404228435,-7.18021591664366
"BQ013905",0.0444571428571429,-0.0218762863534676,0.695706676850382,0.486951965789618,0.624364404228435,-7.18023535019596
"BX112292",-0.0453013392857144,0.0376633109619687,-0.695570676154181,0.487037080677407,0.624440680940074,-7.18032972760304
"DC426008",0.0463522321428572,-0.0302042505592841,0.695528998063343,0.487063166172458,0.62444127075764,-7.18035864634349
"CRYGN",-0.0453959821428571,-0.0170042505592841,-0.695452808617121,0.487110853600951,0.624469553900883,-7.18041150664656
"LOC492303",-0.0468513392857143,0.000605816554809846,-0.695386637683904,0.487152272434956,0.624489798237414,-7.18045741140768
"FLJ41130",0.0440366071428571,0.0501203579418344,0.695197307457559,0.487270791763961,0.624608871841357,-7.18058873138535
"TTTY19",-0.0456830357142858,-0.0364360178970917,-0.695109444087419,0.487325798893128,0.624646523982313,-7.18064966154285
"BM987037",0.0440138392857143,0.0292977628635347,0.694744634095156,0.487554225264413,0.624906446520261,-7.18090256224207
"TP53AIP1",0.0384415178571429,0.0303492170022371,0.694558394198562,0.48767086202955,0.625023066635254,-7.18103162001116
"TRPV4",-0.0336522321428571,-0.118474272930649,-0.694497683590132,0.48770888662634,0.625029041564408,-7.18107368288777
"RUFY4",0.0431736607142857,0.0220910514541387,0.694434711385845,0.487748329413904,0.625029041564408,-7.18111730881669
"SLFN14",0.0444098214285714,0.0100856823266219,0.694411092758677,0.487763123441597,0.625029041564408,-7.18113367032817
"WDR48",0.0412973214285715,0.155956599552573,0.694387147566526,0.487778122268153,0.625029041564408,-7.18115025749655
"BC141517",-0.0462816964285713,0.0578091722595078,-0.694267088602487,0.487853328752003,0.625092539437839,-7.18123341540861
"UTP20",-0.0447816964285714,-0.0385559284116331,-0.69419450679532,0.487898797976213,0.625117929916629,-7.1812836816754
"BC047110",0.0417316964285715,-0.00831946308724832,0.693978479643505,0.488034142801941,0.625258464342676,-7.18143325945962
"BG403648",0.0418611607142857,-0.0603597315436242,0.693858435076788,0.488109361623915,0.625321955946141,-7.18151635856023
"AK125333",-0.0441339285714286,-0.030038255033557,-0.693686320934212,0.48821721770668,0.625400990750558,-7.18163547703487
"BQ019181",-0.0440950892857143,-0.0806836689038031,-0.693678077614097,0.488222383742936,0.625400990750558,-7.18164118141411
"AW665104",0.0459888392857143,0.0334335570469799,0.693573170497678,0.488288130948061,0.625452332576868,-7.18171377125178
"CSF3",-0.0476026785714287,-0.0369373601789709,-0.693509536728808,0.488328013726327,0.62547054078755,-7.18175779691046
"GYPE",-0.0440388392857142,0.0244185682326622,-0.693408280318089,0.488391480313384,0.625518952605726,-7.18182784385872
"DA414427",0.0467044642857143,0.0259615212527964,0.693201722968861,0.488520962392388,0.625651905795854,-7.18197070402085
"PVRL3",0.0377513392857144,-0.00206733780760626,0.692651179601057,0.488866165438389,0.626046121511911,-7.18235126592275
"C4orf49",-0.044447767857143,0.0867769574944072,-0.692628871019459,0.48888015619871,0.626046121511911,-7.18236668031972
"PRSS35",-0.0443602678571429,-0.0785255033557047,-0.692559291798753,0.488923793989277,0.626069102045754,-7.18241475378086
"BC032944",-0.0460959821428572,-0.0290648769574944,-0.692409139112401,0.489017971971126,0.626156793704609,-7.18251848038949
"BC010870",-0.044203125,-0.0484874720357942,-0.692346992926169,0.489056953844958,0.626170387256199,-7.18256140487637
"OR2F1",0.0468678571428571,-0.0130051454138702,0.6923102832973,0.489079981149345,0.626170387256199,-7.18258675847911
"HEXA",-0.0397803571428572,-0.0159606263982103,-0.692003233895662,0.489272610780134,0.626384101055495,-7.18279877042291
"AI200856",-0.0444602678571428,-0.0438456375838926,-0.691950882204381,0.48930545807615,0.626393244150229,-7.18283490893336
"KRTAP19-4",0.0431089285714286,0.0233431767337808,0.691740370643985,0.489437552472708,0.626510829248255,-7.18298019807316
"CD516633",0.0421169642857143,-0.0653353467561521,0.691722558797184,0.489448730154261,0.626510829248255,-7.18299248928288
"DB299539",-0.0450116071428572,-0.0701970917225951,-0.69142130843548,0.489637798284856,0.626719921662221,-7.18320032169843
"PROCR",-0.0423562500000001,0.148158165548098,-0.691376761868075,0.48966575956033,0.626722791583913,-7.18323104667646
"ZCCHC13",-0.0448245535714286,-0.0107543624161074,-0.691302231857187,0.489712542963949,0.626749750364784,-7.18328244763244
"NXF4",-0.0436834821428571,0.0413715883668904,-0.691201380944473,0.489775852162948,0.626773283539247,-7.18335199246494
"FLJ37307",-0.0462745535714286,-0.0359753914988814,-0.691190993724056,0.4897823729955,0.626773283539247,-7.1833591547154
"AA782034",0.0458607142857144,-0.000812751677852348,0.690941579926149,0.489938962701478,0.626940746894376,-7.18353109956438
"BF514757",0.0426111607142857,0.0218442953020134,0.6908250773805,0.490012115865012,0.627001430340192,-7.18361139472056
"PRMT7",0.04295625,-0.0717228187919463,0.690631033073305,0.490133971393636,0.627116598912859,-7.18374510272811
"BQ007436",-0.0456495535714285,0.0146514541387025,-0.690599790549406,0.490153592535059,0.627116598912859,-7.18376662717176
"KCNJ1",-0.0429553571428571,-0.0248731543624161,-0.690514684454177,0.490207043590964,0.627152057448659,-7.18382525583295
"PQLC1",-0.0356651785714285,-0.0769015659955257,-0.690402400278129,0.490277568707082,0.627209355011244,-7.18390259614479
"DA268131",0.0466522321428571,-0.0570769574944072,0.690356020430175,0.490306701249505,0.627213696049554,-7.1839345384961
"ARL11",-0.0428741071428571,-0.00763914988814318,-0.690254396465849,0.490370537505923,0.627262428238547,-7.18400452063822
"C5orf32",-0.0377482142857143,0.172112080536913,-0.690001019762474,0.49052971850428,0.627401869290779,-7.18417896073497
"ZNF350",-0.0399375,0.0846427293064877,-0.689998914429081,0.490531041272485,0.627401869290779,-7.1841804099081
"WHAMML2",0.044734375,0.0272192393736018,0.689950059185609,0.490561737265972,0.627408198902913,-7.18421403740802
"AK091524",0.044177232142857,0.00329597315436241,0.689854719732049,0.490621642503872,0.627435450861736,-7.18427965356112
"ZNF556",-0.0430870535714288,-0.0763178970917226,-0.689810936950345,0.490649154135851,0.627435450861736,-7.18430978346551
"BU858876",-0.0445325892857143,-0.0253881431767338,-0.689793215080504,0.490660290201134,0.627435450861736,-7.18432197854465
"POU3F3",0.046871875,-0.0262286353467561,0.689704499037826,0.490716039620293,0.627473812954153,-7.18438302265967
"DGKK",-0.0449683035714286,-0.0778843400447427,-0.689521019304021,0.490831349653285,0.627587961097294,-7.18450924732051
"DB303198",0.0450267857142858,0.0239648769574944,0.689480496932993,0.490856818391059,0.627587961097294,-7.18453712011806
"TSC22D4",-0.0356794642857142,-0.236770246085011,-0.688995704657057,0.49116157068698,0.627944656584487,-7.18487045154696
"AMELX",0.0440450892857143,0.00413378076062639,0.688784247847308,0.491294529541648,0.628081690145893,-7.18501577083959
"BF855686",-0.0451258928571429,-0.048165548098434,-0.688622923068077,0.491395979643603,0.628178429963032,-7.1851266080003
"AW105278",0.0458678571428571,0.00723467561521253,0.688142646635773,0.491698071290838,0.628531637266702,-7.18545642546537
"MFSD4",-0.0404799107142857,-0.100487248322148,-0.68809632703346,0.491727211391876,0.628535915190791,-7.18548822211658
"BM997881",0.0443424107142857,0.0507626398210291,0.687989833906574,0.49179421075401,0.628588582620179,-7.18556131751048
"GTPBP2",-0.0388107142857144,-0.197854138702461,-0.687696041577889,0.491979073501121,0.628791884143256,-7.18576291391688
"C22orf13",0.0425562500000002,0.00108143176733781,0.687416923619116,0.49215473734424,0.628953049421855,-7.18595436136149
"BF510056",0.0439084821428572,-0.032220581655481,0.687413656689846,0.492156793597174,0.628953049421855,-7.18595660169415
"LOC642846",-0.0434830357142856,0.016848322147651,-0.687227883479848,0.492273729570616,0.629009223300807,-7.1860839802328
"AW305170",0.0463883928571429,0.00227293064876957,0.687225240910536,0.492275393058292,0.629009223300807,-7.18608579190717
"AW628842",0.045846875,-0.00604675615212528,0.687220800148845,0.492278188508277,0.629009223300807,-7.18608883635828
"RNH1",-0.0417495535714285,0.0496868008948546,-0.687148182684814,0.492323902258249,0.629034650284659,-7.18613861789606
"BC037907",-0.0442450892857143,-0.0428181208053691,-0.687094942011402,0.492357419487577,0.629044492113106,-7.18617511270345
"EIF2AK2",-0.040109375,-0.0879697986577181,-0.686893421175429,0.492484296392936,0.629147100644717,-7.18631322334227
"CR936636",0.0416924107142857,-0.0137,0.686885364778815,0.492489369041283,0.629147100644717,-7.18631874388659
"AGPAT1",0.0445223214285714,-0.127267337807606,0.686568823739633,0.492688698921049,0.62929765628963,-7.18653559849745
"ZNF491",0.0441129464285715,0.00925592841163311,0.686506220943039,0.492728125828148,0.62929765628963,-7.18657847434377
"BX113975",-0.0432808035714286,-0.0400982102908277,-0.686445304864974,0.492766492077354,0.62929765628963,-7.1866201912327
"AVPI1",0.0377160714285715,0.0150214765100671,0.686431551705851,0.492775154333451,0.62929765628963,-7.18662960923676
"AICDA",-0.0441040178571429,-0.0390268456375839,-0.686407348941578,0.492790398342095,0.62929765628963,-7.18664618255209
"RPL36",-0.04003125,0.120529530201342,-0.686405569784465,0.492791518946677,0.62929765628963,-7.18664740084161
"ST18",-0.0427089285714286,-0.0208536912751678,-0.686384786461796,0.492804609452834,0.62929765628963,-7.18666163212531
"BX110392",0.0439241071428572,0.0183637583892617,0.686370162787047,0.49281382037816,0.62929765628963,-7.18667164536092
"CCDC154",0.0452459821428571,-0.0341532438478747,0.686320347136241,0.492845198154674,0.629301590323301,-7.18670575392038
"PMS2L15",0.0388049107142857,0.068041163310962,0.686283273011792,0.492868551022661,0.629301590323301,-7.18673113680855
"OR52H1",0.0425325892857143,-0.0244201342281879,0.686138724638307,0.492959607244229,0.629384874218138,-7.18683008912982
"AW827065",0.0453883928571428,-0.0224644295302013,0.685234943615487,0.493529136385118,0.6300709301658,-7.18744831160351
"SLC38A5",-0.0421866071428572,-0.112776062639821,-0.685203960745087,0.493548666899409,0.6300709301658,-7.18746949071222
"LRIT1",-0.0420607142857143,-0.107489261744966,-0.684669858205115,0.493885411644353,0.630458149980678,-7.18783443948963
"HYOU1",0.0406508928571429,-0.167198881431767,0.684640810139706,0.493903729609781,0.630458149980678,-7.18785427969954
"CR736179",-0.0463133928571429,-0.0282982102908277,-0.684566518540155,0.493950580204745,0.630484926846641,-7.18790501801517
"PRDM9",0.0466183035714286,-0.0437055928411633,0.684524383691334,0.49397715281195,0.630485819176703,-7.18793379206025
"AK125823",0.0439000000000001,-0.00583221476510067,0.684426533214571,0.494038865789991,0.630531560339942,-7.18800060769603
"SMR3B",-0.0427428571428571,0.00455257270693512,-0.684379233683924,0.494068698450538,0.630536610654798,-7.18803290200752
"AK093808",-0.0416441964285714,-0.0123501118568233,-0.684118823969627,0.494232960830957,0.630713212334577,-7.18821065991618
"AW593347",-0.0427075892857146,-0.0125476510067114,-0.684048917183436,0.494277061928383,0.63071612036654,-7.1882583673938
"RASL10B",-0.047134375,-0.0492302013422819,-0.684033155568608,0.494287005525272,0.63071612036654,-7.1882691231435
"AA969387",0.0412437500000003,-0.0595208053691275,0.683836412700052,0.494411134565105,0.630841476965257,-7.18840335996052
"BE439524",-0.0442366071428571,-0.0512646532438479,-0.683502103496219,0.494622095320137,0.631067859472736,-7.18863136931838
"BX101084",0.043896875,0.0207617449664429,0.683473174561719,0.494640352754812,0.631067859472736,-7.18865109452752
"BF512514",0.0462267857142857,0.00137673378076062,0.683099206076245,0.494876401761088,0.631335959275127,-7.18890601012783
"BX091129",0.045184375,0.0194111856823266,0.683025640369615,0.494922843561626,0.631362153277651,-7.18895613979834
"MIP",0.0453446428571429,0.0337668903803132,0.682725579379679,0.495112295323086,0.631570769640002,-7.18916055369514
"GALNTL6",0.0408924107142856,0.0554700223713647,0.682101377085007,0.495506527101284,0.632040570163531,-7.18958549878147
"OSR2",-0.0401660714285714,-0.0340199105145414,-0.681977700482577,0.495584658344617,0.632107142347115,-7.18966964942084
"BM975711",-0.0438754464285715,-0.0607024608501119,-0.681658363242102,0.495786426410659,0.632331395309062,-7.18988685883724
"BM873337",-0.0427553571428572,0.00440246085011186,-0.68154964166071,0.495855130416908,0.632385922332088,-7.18996078680324
"BX100470",0.0440410714285714,-0.0364803131991051,0.681459381884851,0.495912171798259,0.632425570566254,-7.19002215226051
"C2orf40",0.0391616071428572,0.180139597315436,0.68120158566799,0.496075110361207,0.632600255862781,-7.19019737705765
"RTN4",-0.0437138392857144,0.101283668903803,-0.680940149420837,0.49624037884174,0.632777893857432,-7.19037500841482
"KLK9",-0.0449571428571428,-0.0368118568232662,-0.680821789045173,0.4963152107454,0.632840199646481,-7.1904554053135
"MBD3L1",0.0461008928571429,0.0325953020134228,0.680639697566851,0.496430347649466,0.632953888212756,-7.19057906465777
"C10orf91",0.045865625,0.0274331096196868,0.680577219402282,0.496469856043648,0.632971142786146,-7.19062148632273
"BM675922",0.0442075892857143,-0.00381633109619687,0.680534492830067,0.496496875383458,0.63297247354526,-7.19065049473764
"AK093454",-0.0447093749999999,-0.020292841163311,-0.680458677462113,0.49654482128233,0.633000481559394,-7.1907019637034
"DSCR4",-0.0415843749999999,-0.0147635346756152,-0.680325919016261,0.496628784143683,0.633020562989146,-7.19079207597187
"C6orf122",-0.0429848214285714,0.0183400447427293,-0.680311887249314,0.49663765895533,0.633020562989146,-7.19080159926969
"CK300859",-0.0419424107142857,-0.0751785234899329,-0.680310547427723,0.496638506370096,0.633020562989146,-7.19080250859033
"CA391074",-0.0450035714285715,0.013692841163311,-0.680176118168344,0.496723534561082,0.633095825628142,-7.19089373501606
"CB241993",0.0451946428571428,0.0242299776286353,0.68000894197293,0.496829286458182,0.633197492281014,-7.19100715907606
"KIAA0368",0.0404910714285715,0.0076738255033557,0.679935053789126,0.496876030295182,0.633223947818263,-7.19105728113659
"BX103005",-0.0444254464285715,-0.0587807606263982,-0.679806635420319,0.496957277124063,0.633294369258402,-7.19114438082256
"FOXI2",-0.0528861607142858,0.0343011185682327,-0.679730818089898,0.497005248032425,0.63332238059165,-7.19119579617519
"L19368",0.0444165178571429,-0.0249731543624161,0.679686944935076,0.497033008450671,0.633324636578433,-7.19122554604253
"OR6C2",0.0449142857142857,-0.00189955257270694,0.679595669101352,0.497090765223363,0.633325128914329,-7.19128743296449
"CCDC54",0.0450580357142858,0.00852170022371364,0.679588033125295,0.497095597216191,0.633325128914329,-7.19129260993981
"BX093041",-0.0431959821428573,-0.0448319910514541,-0.679563115747129,0.497111364935341,0.633325128914329,-7.1913095028119
"PROKR1",-0.0426433035714285,-0.0309467561521253,-0.679371456207013,0.497232656044379,0.633446537143948,-7.19143941877514
"CK301119",0.0416651785714286,-0.0359147651006711,0.67889592605862,0.497533662012755,0.633758289816184,-7.19176159780598
"RESP18",0.0444946428571428,0.00660380313199105,0.678879467450373,0.497544081894363,0.633758289816184,-7.1917727447364
"ZNF578",0.0433955357142857,0.101593736017897,0.678861599651975,0.497555394060794,0.633758289816184,-7.19178484576443
"AI809718",0.0437924107142857,-0.0255463087248322,0.67875114629986,0.497625325518301,0.633804564279268,-7.19185964362172
"BF475460",0.0437196428571429,-0.052331096196868,0.678722058227447,0.49764374295614,0.633804564279268,-7.19187933974005
"ERO1LB",0.0457299107142858,0.130164653243848,0.678585875553734,0.49772997337806,0.633881258036823,-7.19197154055988
"YIPF6",-0.0365607142857143,0.089027293064877,-0.678434835274526,0.497825620918152,0.6339380390404,-7.19207377894303
"SERINC4",0.0426531250000001,-0.0126348993288591,0.678433306990544,0.497826588767117,0.6339380390404,-7.19207481331445
"CA393338",-0.0423133928571429,-0.0292131991051454,-0.678169228559039,0.497993842426872,0.634117884321368,-7.19225351166038
"SPANXN2",0.046040625,-0.0105876957494407,0.678072756770086,0.498054950162261,0.634136338823558,-7.1923187755144
"SCAP",0.0407482142857143,0.0129474272930649,0.678064181733199,0.498060382006898,0.634136338823558,-7.19232457613961
"KIAA1279",0.0375620535714287,0.217935346756152,0.677810968378649,0.498220793889116,0.634307434978578,-7.19249583053838
"STEAP2",0.0424008928571428,0.0569302013422819,0.677694656163331,0.498294487478289,0.634339764742972,-7.19257447394322
"BQ574725",0.0439089285714286,0.0353545861297539,0.677688716597374,0.498298250849884,0.634339764742972,-7.19257848956311
"AI916271",-0.0434513392857144,-0.0634780760626398,-0.677530305196906,0.498398627578645,0.634434401966068,-7.19268557533124
"HMOX2",0.0411812500000002,-0.0203129753914989,0.677171463794303,0.498626045837465,0.634690737827379,-7.19292805894614
"LOC100133985",0.0403285714285714,-0.0467017897091723,0.67678297173446,0.498872317786396,0.63496164432592,-7.19319043416479
"PIP4K2C",-0.0336727678571428,-0.0556525727069351,-0.676753520768538,0.49889098991563,0.63496164432592,-7.19321031828542
"OR6K3",-0.0418392857142858,-0.0541845637583893,-0.67666238395008,0.49894877368993,0.634990534897904,-7.19327184476831
"BE439875",0.0443709821428571,0.00435167785234899,0.676635521486091,0.49896580606636,0.634990534897904,-7.19328997804459
"ERN1",-0.0482517857142857,-0.0291865771812081,-0.676523537098238,0.499036814070193,0.635047735404589,-7.19336556440588
"AK309255",0.0443875,-0.0232684563758389,0.676271314570928,0.499196765180185,0.635218108298211,-7.19353576189541
"FLJ39080",0.0421754464285715,0.0117127516778524,0.676166123316894,0.499263482035425,0.635269830830726,-7.19360672528843
"ZNF8",-0.0418642857142856,-0.0270038031319911,-0.67597987279895,0.499381621843978,0.635386975829891,-7.19373234529497
"BC038762",0.0452611607142857,0.0332111856823266,0.67590495636216,0.499429145984153,0.635414265615926,-7.19378286429029
"PASD1",-0.0360008928571427,-0.0566572706935123,-0.675482968795032,0.499696883860243,0.635721711700241,-7.19406732212133
"IGF2AS",0.0429428571428572,-0.00784451901565996,0.675192873060467,0.499880984829261,0.635922727137533,-7.19426277007144
"ZSCAN10",0.0442933035714287,0.009,0.674916201707841,0.500056600035153,0.636072794580158,-7.19444909546363
"BM873440",0.0422642857142856,0.00528545861297539,0.674886696355394,0.500075330288807,0.636072794580158,-7.19446896145971
"BQ023295",-0.042434375,-0.0211098434004474,-0.674883661284025,0.500077256999617,0.636072794580158,-7.19447100492847
"ADH1A",0.0426325892857142,0.221085906040268,0.674543392563186,0.500293289959398,0.636314363470464,-7.19470004467614
"C1orf95",-0.043525,-0.0538156599552573,-0.674448572954323,0.500353498757272,0.636357727438268,-7.1947638485733
"AW769501",-0.0448236607142857,-0.0511091722595078,-0.674388660186908,0.500391544307086,0.636372900771101,-7.19480415912155
"BF507834",0.0452651785714286,-0.00932818791946309,0.674327615657989,0.500430310126142,0.636388988474785,-7.19484522746631
"BG112895",0.0409419642857142,-0.0616313199105145,0.674235843908653,0.500488592016539,0.636429891471013,-7.19490696088756
"C14orf182",0.0458553571428571,-0.00302975391498881,0.674045106616381,0.500609735941386,0.636550722470241,-7.19503524005529
"tMDC II",0.0449392857142858,0.0256380313199105,0.673935610871653,0.500679287563736,0.636603380521008,-7.19510886436375
"BX954254",-0.0454058035714286,-0.0330178970917226,-0.673897656219433,0.500703397532241,0.636603380521008,-7.1951343820672
"AI935777",-0.0455571428571429,-0.0663098434004474,-0.673749207137138,0.500797702908292,0.636690062319051,-7.19523417370147
"LOC91316",0.0425308035714285,-0.00871208053691275,0.67351847877085,0.500944296660548,0.636843208525889,-7.19538923222019
"ARL13A",-0.0417834821428571,-0.0253662192393736,-0.673461424191347,0.500980549925059,0.636853794348032,-7.1954275669626
"AA613949",0.0434924107142857,-0.00772818791946309,0.673416623078301,0.501009018145965,0.636853794348032,-7.19545766637821
"AI382167",0.0403174107142857,-0.0487420581655481,0.673346828879352,0.501053369575933,0.636853794348032,-7.19550455329843
"MAB21L1",-0.0411723214285715,-0.0625973154362416,-0.673340859638333,0.501057162887412,0.636853794348032,-7.195508563139
"DB180818",0.0431540178571428,-0.054410514541387,0.67321704589098,0.501135847037043,0.636920582099758,-7.19559172708461
"GSPT1",-0.038428125,-0.000457270693512304,-0.673033552848803,0.501252469702487,0.637011093637662,-7.19571494869584
"CR748581",0.0431772321428572,-0.00168680089485458,0.673022735926782,0.501259345063287,0.637011093637662,-7.19572221156827
"ZNF780B",-0.0434116071428571,-0.0054420581655481,-0.672904156083202,0.501334719069545,0.63707365635621,-7.1958018227216
"CHPT1",0.0416691964285714,0.203418791946309,0.672800259075706,0.501400765037712,0.637124359516033,-7.19587156472601
"C11orf87",0.0403691964285714,-0.0362548098434004,0.67274577981578,0.501435398637694,0.637135144123649,-7.19590813023036
"BQ024606",0.0425491071428571,0.00790402684563758,0.672365256708912,0.501677340535211,0.63740932447792,-7.19616344811874
"AA460371",0.0442330357142858,0.0752091722595078,0.672238672711101,0.501757838145574,0.637478362874419,-7.1962483496591
"F23223",0.043621875,0.0134733780760626,0.672126058384919,0.501829457892245,0.637512047617344,-7.19632386814705
"ARHGEF25",0.043971875,0.0462776286353468,0.672076485312938,0.501860986781387,0.637512047617344,-7.19635710754722
"BX417275",0.0460758928571429,-0.0355557046979866,0.672073576419849,0.501862836894432,0.637512047617344,-7.19635905792249
"BQ447009",0.0439459821428572,0.0200123042505593,0.671889232634229,0.501980090542527,0.637627754709149,-7.19648264086526
"AK302238",0.0433848214285714,-0.0423,0.671733456459511,0.502079184820544,0.63772038445176,-7.19658704587849
"BX114978",0.0427642857142857,-0.00335682326621924,0.671431039002669,0.502271592014897,0.637931520599344,-7.19678966448795
"GCG",-0.0444517857142857,-0.0428337807606264,-0.671192795541474,0.502423197306782,0.638090815238009,-7.19694922262051
"FLJ43390",0.041509375,-0.0565129753914989,0.670565789433651,0.502822306171726,0.638564413007745,-7.19736887557723
"CTSL3",-0.0457049107142857,-0.0701127516778523,-0.670479243554263,0.50287740851198,0.638601109522119,-7.19742676968
"BX101252",-0.0425147321428572,0.0523096196868009,-0.670238550836676,0.503030670443601,0.638739226192521,-7.1975877397361
