"","CD8","EpCAM","EpCAM:SMA","SMA","Unclass","CD8frac","EpCAMfrac","EpCAM:SMAfrac","SMAfrac","Unclassfrac","knn.EpCAM","knn.EpCAM..SMA","knn.SMA","knn.Unclass","knn.EpMIN","knn.EpStrRatio1","knn.EpStrRatio2","knn.EpStrRatio3","knn.EpStrRatio4","IF.CD8","IF.EpCAM","IF.EpCAM..SMA","IF.SMA","IF.Unclass","IF.EpMIN","IF.EpStrRatio1","IF.EpStrRatio2","IF.EpStrRatio3","IF.EpStrRatio4","MH.EpCAM","MH.EpCAM..SMA","MH.SMA","MH.Unclass","MH.EpMIN","MH.EpStrRatio1","MH.EpStrRatio2","MH.EpStrRatio3","MH.EpStrRatio4","GrowthRate","TumSize","knn.EpCAMcut","MH.EpCAMcut","IF.EpCAMcut","CD8Fraccut","CD8","EpCAM","EpCAM: SMA","SMA","Unclass","Trichrome","Growth","Treatment","NewID","trichrome_pc"
"11RC",40084,247458,137553,165687,204242,0.050418603715108,0.311258528044436,0.173017418342088,0.208405029282135,0.256900420616233,153.335126312092,178.570277858514,70.2646798349859,25.5393123173911,153.335126312092,0.616212158184627,2.18225040905607,1.33383752527017,4.7236450084178,0.789417223829957,0.0386687955293883,0.0222283205268935,0.05326314739048,0.428649835345774,0.0222283205268935,0.512227362855255,0.725995316159251,0.806675479180436,1.14332552693208,0.026178252509128,0.026940263222674,0.0417948352537976,0.195037078281943,0.026178252509128,0.380857132518534,0.626351374521792,0.772800460160609,1.27093492316076,2.67857142857143,19,NA,"low","low","high",0.050418603715108,0.311258528044436,0.173017418342088,0.208405029282135,0.256900420616233,0.124598668056126,"growing","PDL1","P29T1","1"
"11RD",29817,352081,198409,375106,373020,0.0224452418752018,0.265034819219336,0.149355669424051,0.282367270310208,0.280796999171204,73.8246082169253,68.8985902373071,24.2694839967484,26.2698530241219,68.8985902373071,0.792380961223522,3.04186970875921,1.53188954078503,5.88076773586757,0.26605627662072,0.232350672435188,0.125129959419123,0.344769762216185,0.443371231176845,0.125129959419123,0.494468631789309,0.673929961089495,0.760759403325959,1.03686770428016,0.264607307635754,0.251159804957626,0.303101474653713,0.411696139562672,0.251159804957626,0.477405363443939,0.872999077084868,0.930548698900721,1.70163181549226,3.64285714285714,25,NA,"low","low","low",0.0224452418752018,0.265034819219336,0.149355669424051,0.282367270310208,0.280796999171204,0.161619227345989,"growing","PDL1","P29T2","1"
"12LC",2692,14614,289,125,7425,0.107059057466693,0.581189103201432,0.0114933386359117,0.00497116723006562,0.295287333465898,23.9679514376733,185.039122479244,202.99399882031,19.4196462214514,23.9679514376733,0.0617677979585936,0.118072216799324,0.538632045679338,1.02962193528652,0.511887072808321,0.434249628528975,0.0115156017830609,0.00185735512630015,0.540118870728083,0.0115156017830609,32.4722222222223,233.8,33.3333333333334,240,0.467380163660663,0.306325112800207,0.212427662045823,0.669612903908439,0.306325112800207,0.90096899009241,2.20018503785935,1.49147207297448,3.6422058643849,NA,4,"high","high","high","high",0.107059057466693,0.581189103201432,0.0114933386359117,0.00497116723006562,0.295287333465898,NA,NA,"PDL1","P30T1",NA
"12LD",3560,117731,1764,316,35776,0.0223692560965648,0.739762609411425,0.0110840920658259,0.0019855856535153,0.224798456772669,12.7475805953277,285.853432885354,355.949147074118,26.9763572577945,12.7475805953277,0.0198621523087873,0.0358129263691516,0.465253682058332,0.838886722823092,0.107865168539326,0.83623595505618,0.0230337078651685,0.000280898876404494,0.389606741573034,0.0230337078651685,35.8674698795181,2977.00000000001,36.8554216867471,3059.00000000001,0.677104279711371,0.157568016326313,0.0985770085283672,0.638515349593138,0.157568016326313,2.6434410744285,6.86878502218418,3.25859265278028,8.46721064575106,0.77027027027027,6,"high","high","high","low",0.0223692560965648,0.739762609411425,0.0110840920658259,0.0019855856535153,0.224798456772669,0.276814784264216,"stable","PDL1","P30T2","0"
"13NA",121602,1156717,0,1221416,917869,0.0355810679060535,0.338458463882884,0,0.35738956298038,0.268570905230682,70.8010078561864,NA,22.2120559237338,41.3666397039867,70.8010078561864,3.18750358360726,3.18750358360726,3.18750358360726,3.18750358360726,0.467845923586783,0.12793375108962,NA,0.484983799608559,0.260538477985559,0.12793375108962,0.263789741415854,0.263789741415854,0.263789741415854,0.263789741415854,0.217104193359104,NA,0.32901288067251,0.244983982677037,0.217104193359104,0.659865330850689,0.659865330850689,0.659865330850689,0.659865330850689,6.2,35,NA,"low","low","high",0.0355810679060535,0.338458463882884,0,0.35738956298038,0.268570905230682,0.166215509004265,"growing","Vehicle","P41T1","1"
"14NB",97911,340247,59025,167505,257678,0.106152004735647,0.368885019612605,0.063993035302689,0.181603615050858,0.2793663252982,49.2224298887209,100.58772933057,30.4816294488985,18.5134968484564,49.2224298887209,0.375544904980732,1.61482278928824,1.14298384164185,4.914768728832,0.505367119118383,0.254006189294359,0.0380039015023848,0.248899510780198,0.543044193195862,0.0380039015023848,0.88533694065715,1.02051702913418,1.01779929514791,1.17320475995076,0.368825752742308,0.256736450415137,0.441218673931989,0.618619668895367,0.256736450415137,0.528437631412637,0.835925074193845,0.896278544759739,1.41780536526854,3.31506849315069,23,NA,"high","low","high",0.106152004735647,0.368885019612605,0.063993035302689,0.181603615050858,0.2793663252982,0.142755297464136,"growing","PDL1+LY","P31T1","0.75"
"14NC",11415,115152,26633,17181,40501,0.0541297977067744,0.546049449455146,0.126293377338986,0.0814721028821806,0.192055272616914,45.494853238138,76.7638756921953,44.4668605181252,19.2643222967983,45.494853238138,0.375274906845488,1.02311817627857,1.00847963769047,2.74943469149344,0.420674551029347,0.393517301795883,0.118615856329391,0.123959702146299,0.495575996495839,0.118615856329391,1.62224629830264,3.17455830388692,2.11123149151318,4.13144876325088,0.264129276925775,0.218493614977678,0.329381638606517,0.558607400767908,0.218493614977678,0.482097476018206,0.801894355869991,0.880899235265945,1.46523920988808,0.55952380952381,6,NA,"low","high","high",0.0541297977067744,0.546049449455146,0.126293377338986,0.0814721028821806,0.192055272616914,0.15485032053922,"stable","PDL1+LY","P31T2","0.25"
"14RD",2194,107760,28128,18909,55255,0.0103370617114103,0.507712748414576,0.132525465733159,0.089090018186444,0.260334705954411,22.1832643188894,43.2761676430318,31.5034609637733,22.4092032065563,22.1832643188894,0.296648495481705,0.704153246667042,0.87536449674162,2.07784890800394,0.121695533272562,0.5,0.192798541476755,0.168185961713765,0.479945305378304,0.192798541476755,1.38510101010101,2.97289972899729,1.91919191919192,4.11924119241192,0.448890198770968,0.401473709667265,0.466155851702232,0.472897470552013,0.401473709667265,0.51737540853544,0.962961629960847,0.980100202090842,1.82420515656515,-0.166666666666667,1,"high","high","high","low",0.0103370617114103,0.507712748414576,0.132525465733159,0.089090018186444,0.260334705954411,0.0217913475951452,"stable","PDL1+LY","P32T2","0"
"15LB",6350,105525,20305,130687,227056,0.0129612204366809,0.215390990012716,0.0414452883412291,0.266750081135199,0.463452420074175,32.6957878212506,70.4688204470277,20.8917800036548,15.8320599193818,32.6957878212506,0.357876236145144,1.56500728111874,1.12920238876897,4.93804779919331,0.106456692913386,0.222677165354331,0.0332283464566929,0.461574803149606,0.650236220472441,0.0332283464566929,0.450031826861872,0.482429205049472,0.517186505410567,0.554418287273969,0.296396958640746,0.263081630453734,0.350786084163796,0.345665774800869,0.263081630453734,0.482835229126549,0.844950732145767,0.911399273446174,1.59492811816685,3.5,10,"high","low","low","low",0.0129612204366809,0.215390990012716,0.0414452883412291,0.266750081135199,0.463452420074175,0.00295475085300382,"growing","PDL1+LY","P33T1","0"
"15NC-D",3993,83111,0,99191,183857,0.010787460286585,0.224532084116795,0,0.267973697291923,0.496706758304696,39.2281808267701,NA,23.0636859928962,22.1894313245735,39.2281808267701,1.70086346297173,1.70086346297173,1.70086346297173,1.70086346297173,0.134485349361382,0.129977460555973,NA,0.36839469070874,0.300525920360631,0.129977460555973,0.352821210061183,0.352821210061183,0.352821210061183,0.352821210061183,0.320959405321864,NA,0.40065753270212,0.307483741482598,0.320959405321864,0.801081669817226,0.801081669817226,0.801081669817226,0.801081669817226,2.68571428571429,22,"high","low","low","low",0.010787460286585,0.224532084116795,0,0.267973697291923,0.496706758304696,NA,"growing","PDL1+LY","P34T2",NA
"15ND",1678,64379,8785,16699,68695,0.0104720537207619,0.401776130207943,0.0548253825607229,0.104215032826581,0.428711400683991,15.5442937646535,53.4327554106199,37.2896843417231,17.3359761878132,15.5442937646535,0.171339018296761,0.416852382610842,0.760308578159595,1.84976221689535,0.0286054827175209,0.602502979737783,0.0643623361144219,0.187723480333731,0.49284862932062,0.0643623361144219,2.39007092198581,3.2095238095238,2.64539007092198,3.55238095238094,0.467314504722992,0.558774212716451,0.528740967614293,0.423376323664297,0.467314504722992,0.429708488833111,0.883825035974685,0.94351668463826,1.94062646983685,-0.228571428571429,3,"high","high","high","low",0.0104720537207619,0.401776130207943,0.0548253825607229,0.104215032826581,0.428711400683991,0.126578024868847,"stable","PDL1+LY","P34T3","0.5"
"15RD",24041,109825,0,0,598394,0.0328312348073089,0.149980881107803,0,0,0.817187884084888,91.0751669576987,NA,NA,11.5258914612054,91.0751669576987,Inf,NA,Inf,NA,0.221662992388004,0.157896926084605,NA,NA,0.881910070296577,0.157896926084605,Inf,NA,Inf,NA,0.310208793115696,NA,NA,0.43795301041218,0.310208793115696,Inf,NA,Inf,NA,3.5,17,NA,"low","low","low",0.0328312348073089,0.149980881107803,0,0,0.817187884084888,0.140691073282721,"growing","PDL1+LY","P35T1","1"
"16LA",12242,303229,0,267100,131130,0.0171528413159012,0.424868397270005,0,0.374246358068715,0.183732403345379,31.2686681101422,NA,19.1900617014782,27.7974963810797,31.2686681101422,1.62941988392531,1.62941988392531,1.62941988392531,1.62941988392531,0.353618689756576,0.275036758699559,NA,0.448047704623428,0.301829766378043,0.275036758699559,0.613855970829535,0.613855970829535,0.613855970829535,0.613855970829535,0.193175446473818,NA,0.214961916163122,0.346084868388076,0.193175446473818,0.898649630231378,0.898649630231378,0.898649630231378,0.898649630231378,NA,5,"high","low","high","low",0.0171528413159012,0.424868397270005,0,0.374246358068715,0.183732403345379,NA,NA,"PDL1+LY","P36T1",NA
"16LC",22907,229322,0,115205,112871,0.0476926119861338,0.477450786479425,0,0.239858006891454,0.234998594642987,71.6454218187546,NA,65.5135345792109,21.5624234388354,71.6454218187546,1.09359725862646,1.09359725862646,1.09359725862646,1.09359725862646,0.654297812895621,0.241148993757367,NA,0.12934910725979,0.363513336534684,0.241148993757367,1.8643266959163,1.8643266959163,1.8643266959163,1.8643266959163,0.057419978255721,NA,0.0523850926389769,0.159285716363626,0.057419978255721,1.09611294670114,1.09611294670114,1.09611294670114,1.09611294670114,0.647540983606557,7,NA,"low","low","high",0.0476926119861338,0.477450786479425,0,0.239858006891454,0.234998594642987,NA,"stable","PDL1+LY","P36T2",NA
"16LD",69599,779658,0,905754,446321,0.0316167665758732,0.354175562795616,0,0.411457244977132,0.202750425651378,38.8586183513779,NA,19.424460317679,22.6161297328567,38.8586183513779,2.00049925279062,2.00049925279062,2.00049925279062,2.00049925279062,0.242000603456946,0.300162358654578,NA,0.492047299530166,0.380652020862369,0.300162358654578,0.610027448461133,0.610027448461133,0.610027448461133,0.610027448461133,0.454715384675172,NA,0.482852009072183,0.609148133444901,0.454715384675172,0.941728264834029,0.941728264834029,0.941728264834029,0.941728264834029,1.91517857142857,24,"high","high","high","low",0.0316167665758732,0.354175562795616,0,0.411457244977132,0.202750425651378,0.1935505629915,"stable","PDL1+LY","P36T3","1"
"16ND",137787,687621,242704,572319,188661,0.0753308198822148,0.375935710177509,0.132690974538186,0.312897875011208,0.103144620390882,29.8404496162519,40.3470121992023,26.3342130305681,47.0690260529832,29.8404496162519,0.447509017919625,1.13314377694195,1.05258206599537,2.66525761502659,0.449265895911806,0.284293873877797,0.0509409450819018,0.309818778259197,0.0600419488050397,0.0509409450819018,0.788042166250906,0.917613436716719,0.929246801319708,1.08203518470801,0.424575802169838,0.417626417983179,0.483652428373888,0.380059387656567,0.417626417983179,0.471081512548482,0.877853138455906,0.934452443388819,1.74133772673204,1.07457627118644,25,"high","high","high","high",0.0753308198822148,0.375935710177509,0.132690974538186,0.312897875011208,0.103144620390882,0.359852126250554,"stable","PDL1","P37T1","0.5"
"16RD",22697,179849,0,372829,165181,0.0306485937592836,0.242856718465585,0,0.503444709110452,0.223049978664679,56.3160400554865,NA,16.5123579147296,34.656263513854,56.3160400554865,3.41053896398713,3.41053896398713,3.41053896398713,3.41053896398713,0.295986253689915,0.235493677578535,NA,0.61149050535313,0.282504295721902,0.235493677578535,0.385114201311335,0.385114201311335,0.385114201311335,0.385114201311335,0.300680166658347,NA,0.404193721998255,0.387327580645247,0.300680166658347,0.743901130309107,0.743901130309107,0.743901130309107,0.743901130309107,-0.102739726027397,3,NA,"low","low","low",0.0306485937592836,0.242856718465585,0,0.503444709110452,0.223049978664679,NA,"stable","PDL1","P38T2",NA
"17NA",114939,444216,0,1252644,619810,0.0472687015058753,0.182683975918826,0,0.515150256476267,0.254897066099032,61.8664174149397,NA,22.481602620028,21.5710061661331,61.8664174149397,2.75186864835985,2.75186864835985,2.75186864835985,2.75186864835985,0.375712334368665,0.0907524861013233,NA,0.386196156221996,0.552449560201498,0.0907524861013233,0.234990650836919,0.234990650836919,0.234990650836919,0.234990650836919,0.254948603683486,NA,0.284322422056222,0.577082082759762,0.254948603683486,0.896688350639727,0.896688350639727,0.896688350639727,0.896688350639727,6.8,28,NA,"low","low","high",0.0472687015058753,0.182683975918826,0,0.515150256476267,0.254897066099032,0.299769371626505,"growing","Vehicle","P39T1","1"
"17ND",13298,62937,203,1332,41466,0.111526720118085,0.5278355530209,0.00170250595457748,0.0111711228152571,0.347764098091181,15.0638795777243,232.024379910668,111.853705641937,18.0178993686866,15.0638795777243,0.0438058725187939,0.134674837022802,0.718534474481927,2.20903060895778,0.324635283501278,0.666416002406377,0.000300797112347721,0.00293277184539028,0.485185742216875,0.000300797112347721,206.093023255814,227.23076923077,206.186046511628,227.333333333334,0.767514188959579,0.18963387491119,0.452095314033393,0.737927907089964,0.18963387491119,1.19600947281495,1.69768224782548,1.49151399119765,2.11713776754623,-0.384615384615384,4,"high","high","high","high",0.111526720118085,0.5278355530209,0.00170250595457748,0.0111711228152571,0.347764098091181,0.350950798461984,"stable","Vehicle","P39T3","0"
"17RB",85774,1378423,250877,112621,258890,0.0411073596330847,0.660611956857736,0.12023329986557,0.0539738376342205,0.124073546009389,16.7082773675647,88.4812071266105,95.1323048182837,35.714729746502,16.7082773675647,0.0909969924902867,0.17563200428582,0.572885314266765,1.10571781788639,0.389057290087905,0.627556135891995,0.078800102595192,0.0414694429547415,0.213374682304661,0.078800102595192,5.21791392012408,15.1329772280011,5.87310973245444,17.0331740230531,0.386350754619949,0.275996731500252,0.235612444967049,0.457254357159434,0.275996731500252,0.755167757716407,1.6397722738032,1.29463566446122,2.81117360423314,8.21428571428571,35,"high","high","high","high",0.0411073596330847,0.660611956857736,0.12023329986557,0.0539738376342205,0.124073546009389,0.34230818181261,"growing","Vehicle","P40T1","1"
"2N",109694,1143016,335772,714690,1340651,0.0301040967138085,0.313685928213308,0.092148273941956,0.196137408430651,0.367924292700277,47.7725991706215,87.6000093785154,35.1541298238559,19.2026160560444,47.7725991706215,0.389173020812472,1.35894699740804,1.10279465465489,3.85083087612858,0.384651849690959,0.28264080077306,0.0808521888161613,0.244872098747425,0.590296643389793,0.0808521888161613,0.867730198712567,1.1542384870258,1.1159529806885,1.48441979077473,0.349187824159711,0.23888532347833,0.31334516138104,0.456276588691298,0.23888532347833,0.632322614802105,1.11438715894223,1.06490525923754,1.87675834867263,11.7,47,NA,"low","high","low",0.0301040967138085,0.313685928213308,0.092148273941956,0.196137408430651,0.367924292700277,0.126077261157979,"growing","Vehicle","P4T1","0.5"
"2RA",24008,120410,473,10966,123894,0.0858191749091156,0.430418479290512,0.00169078930906413,0.0391991449539054,0.442872411537403,44.8085737802091,534.054430609626,132.807954298937,15.3104812717432,44.8085737802091,0.0671931342871484,0.337393750372433,0.868039669787652,4.3586470964448,0.346467844051983,0.437104298567144,0.000958013995334888,0.0452765744751749,0.685688103965345,0.000958013995334888,9.45405405405406,9.65409383624655,9.47477477477478,9.67525298988041,0.564459690484411,0.0274857936603927,0.271376458338632,0.733109303650886,0.0274857936603927,1.88869516544449,2.07998768183517,1.98066326605454,2.18127057803281,3.54285714285714,20,NA,"high","high","high",0.0858191749091156,0.430418479290512,0.00169078930906413,0.0391991449539054,0.442872411537403,0.19008060786476,"growing","Vehicle","P5T1","0.75"
"2RD",31061,111306,51141,76195,148799,0.0742194780431157,0.265962886676766,0.122200132854801,0.182066035526712,0.355551466898605,38.6122145002545,73.1522125847403,27.6663367297125,21.6238408687143,38.6122145002545,0.38298720585458,1.39563885444894,1.10857007807563,4.03972626289061,0.321979330993851,0.197900904671453,0.17401242715946,0.24921927819452,0.521618750201217,0.17401242715946,0.467594705613876,0.794083451750421,0.878746386733608,1.49231365456659,0.567820154176674,0.456548270211922,0.554482642034849,0.58772793476376,0.456548270211922,0.561624918979808,1.02405397596015,1.01319199243096,1.84743100456554,20,20,"high","high","low","high",0.0742194780431157,0.265962886676766,0.122200132854801,0.182066035526712,0.355551466898605,NA,"growing","Vehicle","P5T3",NA
"3LA",83808,623759,232788,157121,480097,0.0531246414587471,0.395391528632906,0.147560841875463,0.0995966589184779,0.304326329114405,46.0960082025034,104.055734519621,65.9897286838817,41.8889614629541,46.0960082025034,0.271080494204881,0.69853307661443,0.883009401682358,2.27538051325251,0.42436282932417,0.286523959526537,0.0929863497518137,0.0477520045819015,0.238795819014891,0.0929863497518137,2.03586265366681,6.00024987506247,2.6965663416702,7.94752623688156,0.333298180342511,0.304198575851133,0.299738043540709,0.319235406698545,0.304198575851133,0.551876090372097,1.11196488909238,1.05556897151823,2.12684632442082,3,12,NA,"low","high","high",0.0531246414587471,0.395391528632906,0.147560841875463,0.0995966589184779,0.304326329114405,0.0974472884287867,"growing","Vehicle","P6T1","1"
"3NB",98748,168767,0,15223,73972,0.276829917860447,0.473121022679488,0,0.0426761234616355,0.20737293599843,32.3115937542865,NA,62.6416107193287,29.7078643603586,32.3115937542865,0.515816777111008,0.515816777111008,0.515816777111008,0.515816777111008,0.723386802770689,0.437791145137117,NA,0.0275246080933285,0.221877911451371,0.437791145137117,15.9054451802796,15.9054451802796,15.9054451802796,15.9054451802796,0.637179407827275,NA,0.494725181394562,0.614226320325818,0.637179407827275,1.28794618060709,1.28794618060709,1.28794618060709,1.28794618060709,0.0245901639344268,6,"high","high","high","high",0.276829917860447,0.473121022679488,0,0.0426761234616355,0.20737293599843,0.433978944576645,"stable","Vehicle","P7T1","0"
"3RB",43810,717597,0,625176,256989,0.0266553579642389,0.436608192400455,0,0.380376399695298,0.156360049940009,42.6316241357437,NA,29.9925367263929,46.1609657575577,42.6316241357437,1.42140774968956,1.42140774968956,1.42140774968956,1.42140774968956,0.177995891349007,0.291075097009815,NA,0.359233051814654,0.205569504679297,0.291075097009815,0.810268140805693,0.810268140805693,0.810268140805693,0.810268140805693,0.354301516222591,NA,0.412003152012843,0.405748526368818,0.354301516222591,0.859948557411878,0.859948557411878,0.859948557411878,0.859948557411878,7.68571428571428,35,NA,"high","high","low",0.0266553579642389,0.436608192400455,0,0.380376399695298,0.156360049940009,0.12018569287281,"growing","Vehicle","P8T1","1"
