"","P24T3","P24T2","P26T1","P27T1","P28T1","P29T2","P29T1","P31T1","P31T2","P31T3","P33T1","P34T1","P35T1","P36T3","P39T1","P4T1","P5T1","P5T2","P5T3","P6T2","P6T1","P7T1","P8T2","P8T1","P13T1","P14T1","P16T1","P17T3","P19T1","P19T2","P21T1","P22T2","P22T1","P23T2"
"Cxcl13",7.19498253187329,5.51071209052845,7.32604976764218,7.450404393744,8.55566288683943,6.23791874056522,6.1626695745296,8.1898110556443,6.09469144219891,6.327573677262,5.93055423671021,6.75792237259339,5.86024386475228,6.19556394505935,5.63684567079288,8.95805546261702,9.8525878347253,8.03230492613625,10.3996461827329,7.743557222589,10.3653797904252,6.29839916910314,10.2910881818698,9.67919957059381,5.62281444251812,7.20476359221154,5.8795630315268,8.30323270657971,6.56636766073188,7.62664719393167,6.51713833418471,7.63774886814321,5.46576266234947,5.84926402773662
"Csf1r",11.1276008849231,10.6710692644512,10.2637488471422,10.1315801009008,7.40587165902522,10.1795348843794,9.49367416698243,8.70071905259682,9.8440890356708,9.57697956418526,10.4837741355622,11.698514292651,8.47138138552247,9.09880492557972,10.1613250402731,10.4326131366157,11.6411117027876,12.0485530248721,13.562125272602,13.8919446516182,12.2466040955755,8.76146130819883,13.9602563279729,12.2174577305159,10.652313113747,11.3993541896615,10.5017704641685,7.55219795444803,11.4227736784443,10.3711664379616,9.88854915659017,10.8811034352585,9.95556760010867,9.44666153531897
"Tifa",7.15444713624402,6.8057989367077,7.18630296845692,7.55205742392742,6.7819426343584,7.93558170418258,7.96894678706809,6.52442186974122,6.69520636391637,7.10950977778878,6.29172860479988,7.35291211979938,6.71571598504583,7.31078741425369,7.51326044507682,7.92525141573521,8.51576703932575,8.6035430862213,10.1322102239172,11.2029289061883,9.60581168982221,7.58868244995738,10.487587422938,9.12078299480456,7.71945224741831,8.0872935210659,7.94430354889776,6.88984986655223,7.80374909028599,7.01803987213405,6.79313666908093,7.93247653432578,7.48650599472949,6.63319355551368
"Ccl24",8.18801783543345,9.08815317832976,7.45809919270395,8.2708572214425,7.02487260392293,7.14644902448104,7.26196559174625,8.07898397459766,7.36608089719912,8.28520588751916,10.0267656185516,9.08422741373955,7.55331216581082,6.53310496007662,7.9227595039843,9.39910231482396,9.97918326811,10.2620772685693,11.8772625913982,12.3371803323023,9.09474818174533,7.26201913742366,9.73664976612264,9.45018278877625,7.50686343145261,8.7297783785329,7.93417645839971,5.6995649422727,8.97947519905169,7.83940931172854,7.3439504245692,8.05427595578543,6.79070060545304,6.5019232123541
"C1qc",10.0499204448528,10.4659251248355,10.9987097416137,10.7359347015969,7.63096504606218,9.18192947164036,8.53872623531733,9.44445067829847,9.34770409293987,9.68345844015478,11.3925592725125,11.7946146526571,8.27633194765281,9.07088674147151,10.2349025678742,12.219634096726,13.7973758855294,13.6275549819402,14.6007915615269,16.1480378705377,13.3455350010518,10.0073199666325,16.0337778725506,13.5924697821498,9.09762810839306,10.6715570551466,9.88225981470758,9.17058362235936,11.7926745119117,11.2101887870258,8.48870378180264,11.9346819066036,8.69818615024861,9.9415601617707
"Fcgr2a",7.08176746419607,8.02008153440173,6.93543816562335,6.63126369313918,6.67741002584136,7.29195991767599,6.87252621000348,6.53420643417634,6.94249588142406,6.87725316179279,9.9695991527263,7.48685853376179,6.18431864283852,6.80210210950751,7.38551828996058,8.25594911610589,7.8983353852539,9.11545277321176,9.37712881757358,9.95889042044358,8.13842414138728,7.72952725016866,8.58266482255306,7.83524919021255,7.26780513422902,8.07088215759008,7.86483148195146,6.49289588232553,7.9214826155273,6.82097349384889,6.81920550058182,8.08770437500542,7.05201265135635,6.24403155311628
"Cd14",10.7012618114964,11.0288156044995,9.71449393058941,10.2468090983863,8.31441062938808,8.13109096366079,8.10099542907398,9.0138056476438,8.1476321198354,7.65550384735208,13.4283920679544,10.0746351691533,9.01246681112228,8.47292653328815,8.93811698855423,11.1666309270198,11.4151874738994,12.1716546876162,13.4314729024668,14.4700901079607,11.1776959002102,11.4643446927224,12.5801875967156,11.6031781503045,10.0146555547899,8.9274810803861,9.36912758051741,9.41617031812561,10.307058258919,8.79236684950915,9.5817142880427,12.0845855073017,9.58129288858303,7.3639663743386
"Fabp4",6.69956612104116,8.80241695883507,6.32519166797599,7.36745498837419,6.3208014304819,7.69533695365975,6.94247983527438,7.28749712850908,7.22277334954041,6.21661285044149,9.05174388713284,8.30036260165564,7.56898707219101,7.88815310514894,8.55470990222325,9.40836746092641,6.70329703142018,8.56712861130176,8.52056635662253,11.5485826343826,8.79855017541559,8.10946581940681,7.26244984095483,7.3398985406983,8.31393649042724,8.56065655743164,8.25944387056356,6.67945111956237,8.75457780160161,7.06538551279871,7.99541391939985,9.09459112713214,8.85693536944558,6.73191238557887
"Lilra5",6.89393801183275,7.12943872585713,6.8700131121112,6.99228554749635,5.38743546915274,7.17071044798494,6.54213752246102,6.23888911901021,6.76860602934507,6.78608499373909,6.41965730218159,7.94262439146555,6.64953931778542,6.84453382536319,7.65171077983404,8.10103263579273,7.88211195439301,7.85328494148006,9.59276893922029,8.87941257416178,8.24392490648881,6.21043183585778,9.73591876328181,8.01253413975583,7.55447503965521,7.29697735050832,6.72802177550531,5.31156903378859,7.62616530036116,7.11629080901503,6.84501005026212,7.96910008145425,7.08975436147826,6.48957441847115
"Gas6",9.41231295926981,9.40437659680148,8.02191183402508,8.09484557117989,7.85985199875493,9.15552191279071,9.42807978405515,7.82797373031075,7.82709666906606,8.40367862090241,9.86090396147251,9.87988057072842,8.53658893670422,8.71072110452901,9.55804346655745,9.96209234296949,10.41224019649,10.6851115843563,11.3335873246531,12.6646686683277,11.0578871548041,10.2222028856594,12.1118582674946,10.3109473226459,8.92510373351834,9.78684244850835,8.72197718308324,7.58707964171346,9.57490123448964,9.20595411748219,8.9056363561373,10.8204515830732,9.2742978984823,8.12090807526423
"Pdgfa",6.33736738402505,6.4012461978573,7.86023585973036,6.98263154301136,6.3033617705371,6.15486098734726,6.09884422755912,6.18916223458668,6.89824492411312,6.56579435099272,7.32386782211221,7.40658794489718,6.74398047153016,6.65383529682958,7.21488306858943,8.6249058465364,7.22814172567297,7.45958408819866,9.2047019895294,7.4035199054518,8.39595785368654,6.74137136237671,8.78809032710502,7.52633805396592,6.80575301434685,7.96525969722627,6.69637574573964,6.43083649850332,7.33274202292227,6.70956370036428,6.66260049556164,7.92542187727422,6.75414463853321,6.22740353158025
"Lyz2",15.1906055001246,14.6473923232225,14.5787095204138,14.441108479337,11.1677414463062,13.6647978827064,12.8486122773041,12.7465853830138,12.6152795275932,12.8243899692232,15.9000270653299,14.4109478125168,12.4192642505722,13.650162676547,13.9771368556596,16.2570373180185,15.2140652127835,16.0682645332972,17.6172699104611,18.1773597462488,15.7227263912799,15.4154127386559,16.3753204706258,15.7172024478351,14.6098099320004,15.645057999459,14.1697377850435,13.3750715013669,15.5404661776872,13.6664482409304,13.2145620578212,15.8135812986484,13.3248792238475,12.3383521427449
"Spp1",8.00846260105246,9.85711938772745,9.65589697552968,9.23413844857017,6.16688848110364,8.88621989166026,8.12517797071821,9.09673454228052,9.60593949137645,8.73338423629879,10.3575489874566,11.9439831447821,8.96359122087962,9.98586691324742,11.709750619994,11.9922980002375,8.25170684087916,9.43238519261781,10.1590555755461,7.72524866147308,11.9807505630804,10.2070227686743,10.3465721072744,10.106813059843,10.4553444694838,11.7065032212872,10.9800697889642,7.28027413406553,12.1133158847532,10.7250939478506,10.3189803316584,11.7155499172548,10.0746191622863,8.77789796188705
"Cd79b",7.62805623197381,8.4806544856561,8.34011478781879,8.10743500562705,7.41673916507314,11.5762723518565,12.5863182775957,7.66120139612434,12.9765457734061,8.73804018868906,7.503520313178,7.16583619725903,7.62486363545771,11.9835493713462,7.73344971200763,7.12096799633126,7.20154947699109,6.75644062415085,7.37900716410673,6.49397917282107,7.92651553484351,7.6126533942541,7.99335028526096,7.65902373579467,7.19017836169653,6.33606571988615,8.85316113460376,9.39295581858817,6.51079369070943,9.1501860887418,7.5035011620451,10.3764784211592,8.06566688584995,9.63627255654094
"Plau",9.1256343216378,8.98660660734342,9.37173433204373,10.7762806646575,9.75090767215272,9.2600023298741,9.79981968760391,8.72789453484423,9.23392638202848,9.04722051851866,8.32786572846407,11.3833662649597,9.96378992993122,9.88333093107613,10.4807307004537,8.95883603082522,11.2319666910465,10.719235372657,11.6258064161886,11.2242565782647,11.9623785865338,10.5008712081655,14.2153003158215,11.5072133921158,10.1686866204879,9.38094782239814,9.2756927800188,7.72072169037516,11.1759788097407,10.8653930172293,9.42888631070682,11.3762652640985,9.95109553865935,8.9620009631923
"Slamf8",7.12711739869355,7.53892444041604,7.32980618089981,7.82585258684088,6.04772142473165,7.67281256695914,7.09250064177751,6.74343791007214,7.13871912009633,7.66460173819766,7.1846916436819,8.04413270653601,4.96022363822244,7.13661336817926,7.71149911722051,7.69349806326194,7.87430008127723,8.17323523244912,10.7438125200877,9.21641184342532,8.8701259456355,5.38932057977974,9.50050320690886,8.49149400284949,7.88265525660565,8.22666221949572,8.27793752387839,5.65414561978041,8.44852260494358,7.50055001088005,6.72122070116363,8.23894088661848,7.16325158501925,6.38100460276832
"Cx3cr1",7.51058459887909,7.35500793409015,7.09989395196226,7.44572760778996,8.1885793655656,6.68449491295537,6.79103620837816,8.45459941235232,7.25032291229838,7.69517632080353,7.33238193015858,7.89278163278806,7.36957860035283,6.64185571354943,7.43370615763286,7.24597443496661,8.08993533176859,7.77676894820213,9.88795249269723,9.02171971254365,9.62317771891981,7.20204679368781,11.1344390231346,9.1481464174531,7.43032281429659,6.95793864671439,7.35773348865709,8.75231426177924,7.32661662084515,7.67518742469501,7.95118409696596,7.27123343885942,7.8069308257975,7.43033427264745
"Slamf9",8.41158145077981,9.55037243432665,8.82280690860397,9.12644653322451,8.13981275572567,9.31818170546328,8.20555885174377,7.38625078362655,7.83473021456076,8.48796936957249,10.2148485467119,9.68135648163413,6.95200551992247,8.42675396715705,9.46488393963665,10.5163335303627,9.75261240591704,10.1776313127316,12.0324845169523,11.7586046975107,10.713307960033,7.69643513904754,11.7190818425676,9.9915250798778,9.21813547085976,10.214635027859,9.30717810275062,6.92498714384279,9.55706787899992,8.54709435954754,8.36711748221788,10.2522908672837,8.64368792475981,7.5069281169421
"Slc11a1",7.13791804053244,8.00093467574382,6.10770538369844,6.64576114838984,5.24270087438077,6.02089614915679,5.92040838982616,5.24270087438077,7.36294786060695,6.22011111958396,7.66817009796477,7.51748969589277,5.47029938389249,6.7038201776694,6.48951105393305,7.22058320800529,7.43816354655528,8.09459085174239,9.14255656877505,9.72448090866779,8.81995107777376,7.55747434936849,9.56789228674185,8.77608678458754,6.22787762744913,7.42743902752545,7.77232728645376,5.80076532517939,7.04530468518187,6.80818305934835,6.35173065371318,7.85941822264037,6.35180086002029,6.40932214250498
"Ctss",11.9120655322211,12.3330061898367,12.1068988539904,11.5232107575093,11.2183377719333,11.9637756352739,11.5449221741345,10.673611200648,11.6647629070909,11.3694147474804,12.7554447634231,11.7888238552089,10.5650793048233,11.7266911301204,11.6345661040372,12.8123748063009,13.1330829537404,13.4745620183157,14.6223700057292,15.0590456313191,13.0327714460826,11.3497039354369,14.9458665377531,13.0085171902102,11.7728940782542,12.5443589394268,11.4571537185153,11.5043810144783,12.254047858238,11.2626264511585,11.2417616505945,12.5286219659192,11.2018405491788,10.9992248634551
"Cxcr2",7.57152219697945,7.59594331196239,7.88311794674491,8.3079774168499,5.61681993981635,7.55852666987839,6.17626359565707,6.6972970118784,6.88586910561568,6.60618116865194,6.29314310257713,7.82646730923766,5.67518398332822,6.82351947933565,6.97765077656325,7.66322994255026,7.17127453522818,7.92374511395323,10.628007795116,7.94499757920411,8.26547863793901,6.80741716860046,8.28270133675788,7.57501120613427,8.58538297632862,8.92843735251831,6.79857691901413,4.95388411483858,8.75564827386843,7.59135197068621,6.28475310354552,8.20575235273048,6.6551221646254,5.93511024456689
"Csf3r",8.25788143244611,8.23505532675843,6.83785492244209,8.06431444282503,5.20701713267508,6.84546542613637,6.6408536051553,6.02832253938783,7.61501026033833,7.01310216737526,6.78570493787902,7.7776207893991,6.29267536702739,6.78691469944486,7.15934484647022,8.29293154948003,7.30937944450136,8.87022719861041,9.93826378331333,9.06480478305867,8.90475429883432,7.86740286080942,9.37695157715824,9.02445656719252,6.69247335891315,7.99112823364431,7.39701738268449,5.98845047682524,8.64855267272575,7.05723283798755,5.97995918706612,7.81214986260989,6.24999400295594,7.03357668567849
"S100a8",9.5352427331212,12.1837741065155,9.29293676064849,7.76078891699707,4.77931308247321,6.86407630865947,6.26411862401526,6.97240320537203,7.39877152825767,8.47671603474519,8.4390502390118,8.09156763511182,7.47429024376232,9.43357071682011,8.35330541341152,13.2098695067163,7.48776038280527,11.0360072296947,6.3058958872736,8.18531533017697,10.3091599385737,11.5705122970747,10.048969890965,9.40665297380087,8.41542924673736,10.7142065665623,9.31486950760146,7.27301684704964,9.449927817638,7.74111649560116,5.55225513686425,8.17133876213479,7.54226407535037,7.88793832577301
"Clec7a",10.4051717207723,11.2716816264786,9.73641041105311,10.6464258093828,8.73412499948837,10.0463430182336,8.87246792536246,8.64612237788411,8.80306459617229,8.97268690422167,10.7516449325888,10.6814542645313,8.87700708610338,9.64175755589623,10.1262441495572,11.5446962174991,10.5571783766659,11.4866550641713,13.647172082557,11.0571237165028,11.1355714241372,10.0627109527484,12.4451880294934,10.946179558758,10.6958900497712,10.8319228006026,9.54341523742304,7.72536421633102,11.7380920697869,9.15876193336484,10.0047311916753,11.3476513273648,10.0570121647254,7.81117365775273
"Serping1",8.41762856234772,7.91498844306261,6.28984583462622,6.65940157941401,6.27073347590548,6.44188981257295,7.2612214864718,6.48381378548446,6.70217407738331,6.07051327734525,6.65804941358286,6.26700373015021,5.91607653960623,5.89290792603696,6.27455928560614,7.84185959423455,7.74120933274118,7.62646984320118,9.40490067764877,7.48758905870025,7.63301575705719,9.08326108681289,7.8004704700332,8.19769450448355,6.30637284814667,6.73445306319747,5.59007970336945,7.25980537258776,6.26067744826661,6.504366619701,7.68385721068962,7.4456426719148,6.09228125522246,6.07639582704875
"Dcn",9.26563779288573,9.31345720530981,6.41850096627208,7.51034971931495,6.85633869325021,6.99797244981419,8.73387110771679,5.69459432692604,6.02620647009691,5.47431314859919,7.21351580530263,6.13128308384721,6.54983460843675,7.3347328920956,6.39758848345094,8.81104516435667,8.87449479921258,8.29165560945892,8.7412492661443,11.6023638128163,8.00218945908899,10.5277378949136,8.29439625976661,9.51253652544183,6.65783579078662,6.78010074747935,6.94390357717379,8.35642781542166,7.30282008374409,6.52563865983755,9.04295026793482,6.63099679857794,6.11441736557091,6.36379752977712
"C3",10.1288273179469,11.1974543465992,9.60199067499716,10.1914693491825,9.22958721766761,9.34465097270372,7.93096064087874,7.59791458511741,8.55638617296589,8.05904155901199,10.7295477282616,10.1273998380691,7.75423204573392,7.86172491646962,7.72587228122028,10.7383664625693,10.9576596949502,10.967546922167,13.8039256824146,10.4194081531876,11.6237875620888,10.1309587188388,11.9372275309131,11.2280582143436,9.98566707920465,9.57555746190355,9.04020237991549,8.44669724826031,11.0509533092597,9.01919580147973,10.0675765686996,9.30164794247665,9.04677172679154,6.70252812793251
"Trim47",8.49204744910264,7.80877859933533,8.4046926550448,8.2547099492667,6.64942486160044,7.26354276440528,7.25479043452087,7.27617306428906,6.72246586743217,7.38470619035882,7.98110699859448,8.42905701891914,7.91239260378339,8.00574178154913,8.43354336701668,8.9725041342691,8.71165243138129,9.67184216166383,9.95170290763399,10.2346563943117,9.36097102023296,8.21043214952923,10.1415525938126,8.63601010072503,7.97434998297953,9.55583875223813,8.51226520687943,6.54898894923385,8.89756650825201,8.49790432425594,7.3856624087149,9.32622537955401,7.61616819320296,6.66435391967061
"Lrp1",8.75563106888656,8.26047153481784,8.68691209431981,7.99477492505622,6.10519214304706,7.62177740440705,7.96216148913125,6.38556516114599,8.3388058450925,7.34829034677508,8.03099806113587,8.80154543666596,7.57975082409689,7.72352265366906,8.83127177573999,10.2419620557056,8.57216676512897,9.68634811968045,9.79363740574845,11.4328513378789,10.0886250288562,7.61453148453959,9.71953773164316,9.68029231955134,7.87579892496267,8.87155378016929,7.06629120575532,7.50935474849417,9.46417438319762,7.85030372137191,7.88029418146837,9.14027049667743,7.82325077521971,7.29480357152648
