""	"C2N__Ep"	"C2R__Ep"	"C5R__Ep"	"D11N__Ep"	"D14R__Ep"	"D17N__Ep"	"D18N__Ep"	"D2N__Ep"	"D3R__Ep"	"D4R__Ep"	"D9N__Ep"	"D9R__Ep"	"NMU10_LL_Ep"	"NMU12_LA_Ep"	"NMU13_LAU_Ep"	"NMU13_LLU_Ep"	"NMU14__Ep"	"NMU7_RLU_Ep"
"ABR"	-0.428296719884327	-0.586126433854792	-0.865134130529764	0.185169957380249	-1.4964258261195	-0.0344594707433729	-0.744255950433582	-0.0541252138609679	-0.398635892339354	-1.35339022076906	-5.59298019966852	0.0149725069361602	-2.42468766931256	-1.41078802627749	1.04686782024657	-7.54303182025524	-0.659804671829101	-2.00802085629334
"ABRACL"	1.214393184426	1.36231150871623	0.899827093646813	1.01483504116294	1.43993167842969	1.36187295685803	1.68540425080289	0.931287249915986	1.26446116880575	3.11533914245033	1.42494170832874	1.12946729664303	0.82781902461732	1.43956430127559	1.26926024158302	-0.304627080930159	0.937730414263323	-0.27105526212713
"ABRAXAS1"	-3.71780333707931	-3.66141456115903	-2.5302669799349	-1.7696412688535	-2.05585323473352	-1.49802686394988	-2.01621558604686	-4.84130225398094	-3.04249208211408	-1.94458467520173	-7.91490829455588	-2.27122788347668	-2.63262893435147	-0.877664457075948	-6.93041210325334	-0.88839579172727	-3.40839218563683	-7.74273047651917
"ABRAXAS2"	-1.13581240288945	-1.96324144998988	-0.994214079694694	-0.601836319285552	0.268603686464584	-1.07164439107702	-0.479809905503904	-0.972308266130952	-0.34688551770893	-1.29848187966667	-5.59298019966852	-0.255742635979257	-0.978520272589549	-1.03881924889053	-3.22997238511225	0.75273711416527	-0.105686070686987	0.27963733650928
"ABT1"	-1.67827497289267	-1.29313083057993	-0.78303305031487	-0.844645697055312	-0.838894699447698	-1.17306470897288	-1.65592105136245	-0.495527417139212	-1.69568931858769	-0.292507978622038	1.12948582480257	-0.775459112084975	0.456806149230474	-0.36074734377789	-0.590562100368719	0.703708778237906	-0.069590272185073	-0.605739364438945
"ABTB1"	-2.18728862038053	-1.30458085132347	-1.32863311876525	-1.13675813750711	-0.894389812039401	-2.12928301694497	-1.72950218374356	-2.08048991786037	-1.54368622514264	-0.739696001504588	0.889222726627435	-1.04587304828437	-1.43440282414577	-0.925361199107244	-0.0724311081257712	0.00963727725903385	-2.09497559060499	0.0885767672828763
"ABTB2"	-0.656773903681752	-0.837332552695977	-0.291043535372178	-0.698344300138899	-1.54889324601363	-0.835861349746598	-3.23690370117106	0.632628934351471	-0.904275940399105	-3.51093149775554	1.20403277816762	-0.80145432061792	0.77082904603249	-3.82017896241519	-0.422617463054647	1.4413866385459	0.767414173485491	1.02628084457784
"ACAA1"	-0.37187083726372	0.300586673416981	-0.012541358438223	0.00223500438330837	-0.371546307567345	-0.64198123305317	-0.267038907929779	-0.134710308858254	-0.458104683158127	0.877099038459082	1.28203802150868	-0.0107905891289213	-1.434841548123	0.121514263246181	0.298406587242537	-0.895789274546046	0.620384952582197	-0.329568008070386
"ACAA2"	2.42162169028627	2.32285856576185	2.57736111456473	2.95094577568645	3.05633474620956	0.626765608050506	1.10103144763374	1.79209666361824	1.75418240707056	1.75729557729858	2.9723123209125	3.77285168338061	2.23112515787905	3.21736799154699	3.70711844827197	3.62939568839024	3.08722774061576	2.94988502517541
"ACACA"	-4.80972582652035	-4.75256244921722	-3.87819028335521	-2.81483004261975	-3.33415439722062	-7.33091687811462	-4.76344951566689	-4.20387233336565	-3.75869911611349	-3.96344370245305	-2.59298019966852	-3.68972923805909	-5	-2.5722514489716	-1.31570225913814	NA	-5.17392693199981	-2.17287486818823
"ACACB"	-4.30276583780047	-3.1886615640239	-4.61515587752142	-4.16992500144231	-4.08138832684065	-3.46302041412196	NA	-5.4262647547021	-5.56605403817109	-4.35339022076906	-4.32994579383473	-4.26088593925522	-4.32192809488736	-4.49825086752783	-2.12305718119574	0.310277735148437	-1.47348721385872	-1.40288047363455
"ACAD11"	-2.9701904987136	-2.14684138832927	-2.46972543799985	-1.99627691395728	-2.38094860869956	-2.64161771757872	-2.28540221886225	-2.67137725253863	-2.31812652472751	-3.92596899703438	-3.91490829455588	-2.23029761942179	-1.18033181650354	-1.61072559678624	NA	NA	-2.14712687265609	-3.86008742715733
"ACAD9"	0.0482551686072211	-0.234465253637023	-0.1340291877848	-0.182561827120238	-0.263034405833794	-1.24770350986564	-0.526410318366043	-0.479845794906942	-0.315755620264759	-1.0314621258817	-5.91490829455588	-0.190496611363819	-0.912537158749661	-0.176322772640463	0.770027614887749	NA	0.00995652703242343	-0.922551514103987
"ACADL"	0.184329809730392	0.505235308250422	1.24131681110088	1.57060099457377	1.84596637132758	1.10953706570841	0.772011023636689	1.31856908279745	0.848631197636123	-0.222686529124466	1.20921301727331	1.60912643082323	1.34482849699744	1.42537374384049	1.31751541019024	1.49245463103692	1.45615813800232	1.69865755282751
"ACADM"	0.13340587456772	-0.372242559538057	0.346074552314008	-0.193177732569414	0.20136917076603	-0.306331239836344	0.187418777002228	-0.433798427387505	0.149907952084053	-0.222686529124466	0.556766919836162	0.633585397099234	0.435628594052091	-0.0453919028140144	0.684297740861865	1.10082436951949	-0.0758948490392819	1.41018809961745
"ACADS"	-0.430119455491145	0.349584437790228	-0.482130458890633	0.315202231699049	-1.13385574673479	-0.767148599662584	-0.483341596474157	0.506442132710558	-0.276035191238473	2.09526014581587	-1.14672396977896	0.358023893389277	-1.31742670265242	-0.0257630960650818	0.529019515383954	-1.00775644363443	0.282222102648187	0.599344191479964
"ACADSB"	-3.15076274435542	-3.4432343911095	-2.20011837824257	-4.0726278000874	-2.73899612939358	-3.48291997155967	-2.10591838899509	-6.20387233336565	-2.05035419988705	NA	NA	-2.86660700014317	-3.51457317282976	-2.91328836680667	-2.76048710181103	-4.4555689790049	-3.08646409074947	-1.93537555446157
"ACADVL"	1.49645581261007	1.27173410078418	1.49146654201238	0.786434270430506	1.5174617565206	0.711289682006072	0.748114907290527	1.31632538865799	0.930799739216949	0.932011998093188	1.41824705575473	0.976153258045632	0.565597175854225	0.873307995084137	2.15173693810053	1.20011957385726	1.80849629477607	1.04761802023274
"ACAP1"	-0.592086935154538	-3.14684138832927	-2.94530447921375	-2.36737106564853	-3.42931163026096	-5.95240525486089	-0.597346225176989	-2.38187063534364	-0.958723724421481	-1.13990885334001	-4.45547667591859	-2.08638820802308	-2.55639334852439	-2.03881924889053	-0.188945116852196	NA	-3.387330570109	-4.65526763526884
"ACAP2"	-0.980837742913106	-1.70626879694329	-0.938450808172685	-1.13266538287323	-1.04325319795388	-0.861682084446961	-0.0551045994404542	-0.923764414172915	-0.371297183748844	-1.49027202718945	-3.52259087177712	-0.547818612786376	-0.205064337196464	-0.591360271919307	-0.999674765690457	-0.621190883180748	-0.598009570881659	-0.785628434956888
"ACAP3"	0.836406506310085	-0.0305716990185555	-1.23328524217777	-1.7696412688535	-2.08138832684066	-0.584066695016567	-0.464023419274378	0.448204363214043	-0.671236274863148	-0.823353930551497	-6.91490829455588	-2.12338241550528	-0.839725168591407	-1.79781114938673	-1.53809468047458	-0.309412143495536	-7.17392693199981	-2.29151936468685
"ACAT1"	0.799550131544229	0.647203080144955	1.0606942614077	0.825875010028402	0.767681614379521	0.133424654646487	0.917035596098555	0.748660927798581	0.672350701153987	0.579791672658386	1.30183756363942	0.982696103912404	0.750606504835592	1.20218885061327	0.896136384037572	0.649260994215529	1.18450449662654	1.38976925310933
"ACAT2"	-0.372904719542311	-1.03295042180129	-0.288862590072652	0.43723324539304	-0.866375435869805	-2.05293213081485	-0.638097550311841	-0.0541252138609679	-1.14398927199828	-3.12390837464629	-2.32994579383473	-0.579597321459037	-0.0476664336303144	-0.949814242831783	-0.976215792866468	-6.08360020161794	-1.99600913980397	-0.585383541156332
"ACBD3"	-1.45032302621433	-1.65407258581786	-1.33312050975757	-1.30156900725278	-1.54001509466718	-1.43367645253982	-1.56705230286339	-1.63618782407633	-1.41630691866641	-0.378481201731891	-0.795967221832375	-1.669069767493	-0.284106629452395	0.349746039027125	-0.976215792866468	-2.266907414981	-1.86649840680756	-1.10248554029683
"ACBD4"	-1.05483832435688	-0.357261167999643	-1.07083536129761	-1.74444071472835	-2.21631790692676	-2.43367645253982	-1.17277336375134	-1.27651763519742	-0.981091537449935	0.61358752463189	-1.64812175386098	-0.98502749306384	-1.23446525363702	-1.79781114938673	-0.521021167115642	-0.768244760654065	-2.80935449970395	-2.09887428674445
"ACBD5"	-2.49541091574286	-2.99072218641199	-1.28886259007265	-1.40143290172216	-0.71381756639758	-2.81995495883724	-2.21912899944308	-2.92376441417291	-1.47859119692075	-4.35339022076906	-4.21446857641479	-0.739117265021255	-1.08926733809709	-1.36074734377789	-0.760487101811031	-0.307017628355153	-0.952823206631933	-1.19583601663154
"ACBD6"	-0.733472793345196	-0.0140295599040581	-0.335369450261129	-0.582169285829476	0.152915902738956	-0.56538213175164	-0.519142317902004	-0.116409492115311	-0.86561432003	0.533462621602913	1.31871138220382	-0.190496611363819	-0.504304837375931	0.012711051749554	1.46619267792852	NA	-0.57104252328139	-1.21916852046216
"ACBD7"	-10.0576533399639	NA	NA	NA	NA	NA	NA	-9.01122725542325	NA	NA	-0.566180140324805	NA	NA	-5.01282404035758	NA	NA	-7.91089252616601	NA
"ACCS"	-3.16283557665599	-2.88380698249548	-2.38342559160563	-2.08048991786037	-2.54889324601363	-2.61942197146453	-2.68816138836266	-2.67137725253863	-2.48923844112026	-3.12390837464629	-0.00201895832592078	-1.71068885669474	-2.51457317282976	-1.65025396097288	NA	NA	-2.68850010482957	-2.18814162484154
"ACD"	-0.0201063860017582	-0.829041179064585	-0.208338885047541	-0.431282829468722	0.227600712339209	-0.330916878114617	-0.725314386780121	-0.836301572922575	-0.933058841028134	-1.27473327689406	0.0963189608673717	-0.486287110464003	-0.915935735211525	0.277853120545339	1.51253139259538	-0.3756136744235	-1.78849589480629	-0.448109727627547
"ACE"	1.50411192366377	1.62775744046194	0.798856616356663	-0.408837682943914	-1.04325319795388	0.653216716426362	1.44042281769876	2.13661363824908	1.68897453164764	0.369829366028325	-3.16002079239241	-0.276426790150995	0.169925001442312	-3.17632277264046	0.952230946108498	2.18318633907696	0.93250514581712	1.41398466770553
"ACER2"	-3.42829671988433	-2.57568468713315	-3.75265940127135	-3.13675813750711	-1	-1.90465212341252	-4.42784648388245	-4.4262647547021	-2.55482678274784	-1.4234686565052	-1.5573562899378	-2.51980423661678	-1.11637918371433	-3.65025396097288	-1.64500988439109	-0.946842064110827	-0.819897993945422	-0.30810224888245
"ACHE"	-5.66533591718518	-3.63226821549951	-4.75265940127135	-6.78883483408681	-6.5668151540109	-8.06788247228082	-4.79821493382757	-3.4262647547021	-4.61185772778422	-3.96344370245305	-6.91490829455588	-5.80520645547903	-4	-2.86598265202831	-0.842949262003004	NA	NA	NA
"ACIN1"	-0.0904270811279431	-0.0305716990185555	0.6130797880965	1.17364808748503	0.457770484267376	1.02839343877583	0.399780833201412	0.516249750637142	0.412656420935266	0.170171735287953	-1.5573562899378	1.04862289637808	1.06695024392463	2.89062747128416	0.831139129191136	1.390658834697	1.39744650397339	1.44400281260969
"ACKR3"	3.19575098881022	3.33858543884097	-0.845768805662833	-2.28330680086005	-1.68907090406189	3.34803530955684	3.80414446021956	2.00418779696343	3.70087887243627	1.8853439385919	NA	-1.32407976574241	1.66448284036468	-6.23521646169403	-0.391253292145312	-9.54303182025524	-2.12953281264136	-9.74273047651917
"ACLY"	2.40918786835767	1.91863244914801	2.22690869882384	3.11612228563586	1.12667180348843	2.14075833627743	1.71459778113775	2.4348221512933	2.12438051822396	0.866779591838018	-2.36031944287824	2.76496549865757	2.0703893278914	2.68662447538046	1.63564193491775	2.83010521554689	2.71176944133959	3.13666131996601
"ACO1"	0.507448738396377	0.516665889026826	-0.112655536992233	-0.593374740537356	-1.23053176614646	-0.465492899801483	0.534231032973793	0.655884286651774	0.526703102748761	-0.365881164952257	1.96773475480596	0.276942585874844	-1.83650126771712	-1.14775362044369	-5.34544960253219	0.634387717733999	-1.80236806938785	-0.295647250309522
"ACO2"	2.47980047444025	2.62436507956041	2.45646899644522	1.89013746805139	1.88439595782143	2.05062607306997	2.31334827022411	3.10641584596584	2.29540125097331	2.23047844350111	0.885215058270646	2.11911121188768	1.93492688947859	1.72285285784005	0.307992636071735	2.84552368372732	2.56450315575497	2.73401572742029
"ACOD1"	-5.73572524507657	NA	-5.41162248343628	NA	-4.64081573545467	-4.22658021829988	-5.02648392150069	-4.84130225398094	NA	NA	NA	NA	-4.73696559416621	-3.1197392442741	NA	NA	NA	-9.74273047651917
"ACOT1"	-2.69492046563666	-3.28426247471791	-4.31259310750098	-4.7826650668466	NA	NA	-3.16662793107742	-3.54329570939697	-3.23603352233501	-4.32092452321673	-1.84946523161845	-4.34359058957985	NA	-4.99235993779787	-0.0975220890886018	NA	NA	-3.08637712406155
"ACOT11"	-7.25029841790633	-5.1231297997818	-5.68043924186408	-3.52580042825301	-4.4964258261195	-4.47373207232342	-3.61676326417748	-5.68929916053589	-5.10662241953379	-5.40401629383903	NA	-4.93073733756289	-5.54793176977619	-4.65025396097288	NA	NA	NA	NA
"ACOT13"	-2.63138858526184	-2.04730571477836	-2.58273439982904	-1.54090732064322	-1.16082279433506	-3.27780554165505	-1.97089159553737	-3.12858420606141	-2.52165991881264	-1.35962217448057	0.490233168580462	-1.57638776498315	-2.31293931166011	-0.640269872400253	-1.64500988439109	NA	-2.17392693199981	-1.17287486818823
"ACOT1"	-1.70883667954953	-1.08610223047159	-1.5979897877719	-1.76032882643719	-2.38094860869956	-3.56538213175164	-1.88907408228865	-1.77904619773661	-1.67026672170778	-1.8420792342166	-1.22798762611622	-1.49850674820624	-1.41196302812939	-2.68719091978775	NA	-9.54303182025524	-0.610158653547776	-0.161209749756559
"ACOT1"	-4.40258778876891	-4.09343210775805	-5.00706350196171	-3.19684773701891	-3.36518129284125	-4.60845085364353	-3.17871603233504	-3.86595739877275	-3.55728929330765	-2.48345076133343	-1.61112754637878	-3.11460312163986	-4.20722792248188	-2.3473662962228	NA	NA	-9.49585502688717	-2.6892932668419
"ACOT7"	0.747284332087972	0.632268215499513	-0.239589819031981	-0.65367525080517	-1.42931163026096	-0.243454036864277	0.324013325583447	1.21035986584155	0.453536690186789	0.683446547411311	-3.05692729942831	-1.10939818606958	0.72137265947682	-0.620506617578823	-0.801129086308377	NA	NA	-1.69288192706861
"ACOT8"	-3.37115281278072	-2.13657305287544	-1.93162954231667	-2.56276675460696	-2.25938662881865	-2.04551465925237	-2.0321628143047	-2.65684562330993	-2.38853483557328	-1.48345076133343	-1.70545492892693	-1.79025611401306	-2.12815635149068	-1.98728894825045	-0.272200620501549	-1.95806931953408	-0.877469524628564	-1.03192404281982
"ACOT9"	-0.104912092777448	0.0525505220537098	0.537666696230182	0.863241862492887	0.749692665092213	0.63947665980006	0.829363435021246	-0.0599425404562821	0.349825340664682	0.30826503694658	0.914814440530176	1.17302731601655	-0.288505093349912	0.324479280416695	0.0808151521699107	-2.95806931953408	-0.136105466564841	-0.232955472192237
"ACOX1"	-0.722262985270012	-1.17809232231371	-0.845768805662833	-1.37702123568225	-0.540015094667181	-1.36744275413973	-0.922147261685951	-0.782408564927373	-1.03077866155029	-3.43001150237197	0.18837951385614	-0.914435525233786	-0.186475310702189	-2.36074734377789	-0.0115488659787488	-0.618219316649457	-0.443286976083017	0.0154927382075505
"ACOX3"	-1.7815289346897	-1.90108497392731	-2.10496114520223	-2.32940321544951	-2.12055892412133	-1.75197816502123	-1.6719511611814	-2.02254256865109	-1.6471908008965	-3.35339022076906	-4.91490829455588	-1.70366842901697	-2.67807190511264	-3.17632277264046	-5.34544960253219	NA	NA	-1.29978698067045
"ACOXL"	-7.05765333996394	-6.10619940383193	-6.07458749615871	NA	-5.42931163026096	-9.65284497300198	-6.34841201638805	NA	-7.56605403817109	-5.40401629383903	-7.91490829455588	-8.39016895620018	NA	NA	NA	-8.54303182025524	-4.10353760410841	-6.74273047651917
"ACP1"	0.599665109617351	0.523157216247684	0.934774607044978	1.36381217592367	1.55420024695047	1.53141052240337	1.24990639383621	0.632628934351471	0.961422967889304	0.884025806895924	0.0508759901062045	1.20602079994423	0.676944359106912	1.97098392613983	2.52491511705122	0.904051405954414	1.442989430579	0.775922679154215
"ACP2"	0.981265649328366	0.854446157531189	0.409228281105543	0.222392421336448	0.281181752544053	0.351375493316216	0.822943520660704	0.802553935793783	0.50138032258543	0.356584859518834	-2.13354858103122	0.442721057964558	-1.00723156923108	0.0624640869466536	0.988451134021251	NA	-1.97229307083016	-1.08095237874719
"Acp3"	-3.2247633257992	-3.29884448177432	-2.07458749615871	-4.01122725542325	-5.18830353075717	-6.06788247228082	-3.33558797603047	-2.67137725253863	-3.33723534767521	-3.78510646119453	-6.32994579383473	-5.1422414427566	-2.18442457113743	-2.53477674355294	-6.93041210325334	-0.884820337503443	-2.26703633639129	NA
"ACP4"	-6.73572524507657	-9.27612440527424	-9.65954999687987	NA	NA	NA	NA	-7.4262647547021	-8.56605403817109	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ACP5"	0.52918644799789	0	0.260802858535211	-0.037769042875746	0.394345104125743	-0.266982572360518	-0.112739654851105	-0.0775366004710204	-0.289929632896854	0.296423424302064	-0.271052104781158	0.4894142934126	-1.46394709975979	0.589211973722514	-1.28655591347862	0.494515133706941	-1.33094810021148	-7.74273047651917
"ACP6"	0.0882788058565791	-0.220841969773048	-0.514891754047988	-0.834638523699931	-0.811927651847428	-1.00538654654706	-0.220601888841958	-0.236440195822081	-0.421395795339209	-0.234091292396716	-0.00201895832592078	-0.898315859870509	-1.04022984478853	-1.06529146025172	0.902477910911398	0.363858775353281	-1.31097968397889	-0.350413053740414
"ACRBP"	-2.35721362182284	-0.201982942521732	0.8659708122152	1.20632660897681	1.02862883057858	-0.754999516996468	-2.9463135728167	-0.293550832356858	-1.49996484771332	-1.71951811956696	-0.870514175197429	1.40992203142481	-0.810966175609983	0.663636814849069	-0.821887646475174	-2.55434713348307	0.05296688157158	-1.10973527937622
"ACSF2"	-1.03806261160606	-0.0116818050476353	-0.561517913919343	-0.254115088145272	-0.855320247360809	-1.53910280695279	-1.22502960088277	-0.293550832356858	-0.266846019783813	-1.08208819895167	-4.59298019966852	-0.18559781195098	-2.02180437031835	-2.14775362044369	NA	1.54972532066461	0.138956023284547	-0.320665710346362
"ACSL1"	-1.93353202813475	-2.45594544285905	-2.8015690017523	-3.44644263663973	-2.80128040764792	-3.03813512888677	-1.25188509270947	-1.34589133823808	-2.4265026857723	-2.70357657569794	-2.62950607569363	-3.66224850163698	-0.895663340185265	-1.8894416248523	0.400504774861274	NA	-1.49023047769329	-1.38078670278393
